,perc_read,FASTREAD,QUICKREAD,SGD,estimate
0,0,,11.19,6.29,154.55
1,1,,27.27,29.37,333.57
2,2,,40.91,44.76,389.86
3,3,,48.25,50.7,395.8
4,4,,57.69,61.89,440.56
5,5,,63.99,72.03,447.9
6,6,,69.23,74.83,445.8
7,7,,72.38,77.27,444.41
8,8,,75.17,79.02,440.91
9,9,,77.62,81.47,438.81
10,10,,80.07,83.22,436.71
11,11,,80.77,84.97,434.27
12,12,,82.87,87.76,432.87
13,13,,84.27,89.16,396.85
14,14,,85.31,89.86,387.41
15,15,,88.11,90.21,376.57
16,16,,88.46,91.61,375.87
17,17,,89.86,91.96,370.63
18,18,,89.86,92.66,367.13
19,19,,90.91,93.71,365.38
20,20,,93.01,93.71,335.31
21,21,,93.36,93.71,329.02
22,22,,93.71,94.06,325.17
23,23,,93.71,95.8,323.43
24,24,,94.06,95.8,317.83
25,25,,94.41,95.8,301.05
26,26,,94.76,96.5,295.1
27,27,,94.76,96.85,289.86
28,28,,,96.85,285.31
29,29,,94.76,97.2,282.17
30,30,,,97.55,279.02
31,31,,95.1,97.55,262.94
32,32,,95.8,97.55,259.09
33,33,,96.15,98.25,255.94
34,34,,,98.25,252.1
35,35,,96.15,98.25,248.6
36,36,,97.2,98.25,237.06
37,37,,,98.25,232.87
38,38,,97.2,98.25,229.72
39,39,,97.2,98.25,226.57
40,40,,,98.25,219.23
41,41,,,98.25,214.69
42,42,,,98.25,211.89
43,43,,,99.3,209.79
44,44,,,99.3,206.29
45,45,,,99.3,201.05
46,46,,,99.3,197.9
47,47,,,99.3,194.41
48,48,,,99.3,191.61
49,49,,,99.3,187.41
50,50,,,99.3,184.27
51,51,,,99.3,181.47
52,52,,,99.3,178.32
53,53,,,99.3,175.52
54,54,,,99.3,172.38
55,55,,,99.3,169.58
56,56,,,99.3,166.78
57,57,,,99.3,164.69
58,58,,,99.3,162.24
59,59,,,99.3,159.44
60,60,,,99.3,156.99
61,61,,,99.3,154.55
62,62,,,99.3,152.8
63,63,,,99.3,150.35
64,64,,,99.3,147.9
65,65,,,99.3,146.15
66,66,,,99.3,143.71
67,67,,,99.3,141.96
68,68,,,99.3,139.86
69,69,,,99.3,138.11
70,70,,,99.3,136.01
71,71,,,99.3,134.27
72,72,,,99.3,132.87
73,73,,,99.3,131.12
74,74,,,99.3,129.02
75,75,,,99.65,127.62
76,76,,,99.65,126.22
77,77,,,99.65,124.83
78,78,,,99.65,123.08
79,79,,,99.65,121.33
80,80,,,99.65,119.58
81,81,,,99.65,118.53
82,82,,,99.65,117.13
83,83,,,99.65,115.38
84,84,,,99.65,113.99
85,85,,,99.65,112.94
86,86,,,99.65,111.54
87,87,,,99.65,109.79
88,88,,,99.65,108.74
89,89,,,99.65,107.34
90,90,,,99.65,106.29
91,91,,,99.65,104.9
92,92,,,100.0,103.85
93,93,,,100.0,102.45
94,94,,,100.0,101.4
95,95,,,100.0,100.0
96,96,,,,
97,97,,,,
98,98,,,,
99,99,,,,
100,100,,,,
