2019-01-27 23:19:49,252 - INFO - rig - apache-jmeter-2.10
2019-01-27 23:19:56,357 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-27 23:19:56,357 - INFO - fastread - Total Yes: 374 | Total No: 7683
2019-01-27 23:19:56,690 - INFO - fastread - 0, 0
2019-01-27 23:20:10,879 - INFO - fastread - 119, 132
2019-01-27 23:20:13,514 - INFO - fastread - 137, 152
2019-01-27 23:20:16,385 - INFO - fastread - 152, 172
2019-01-27 23:20:19,023 - INFO - fastread - 166, 192
2019-01-27 23:20:21,879 - INFO - fastread - 185, 212
2019-01-27 23:20:24,946 - INFO - fastread - 203, 232
2019-01-27 23:20:27,885 - INFO - fastread - 223, 252
2019-01-27 23:20:30,805 - INFO - fastread - 236, 272
2019-01-27 23:20:33,760 - INFO - fastread - 246, 292
2019-01-27 23:20:36,574 - INFO - fastread - 253, 312
2019-01-27 23:20:40,145 - INFO - fastread - 253, 332
2019-01-27 23:20:43,111 - INFO - fastread - 253, 352
2019-01-27 23:20:46,393 - INFO - fastread - 256, 372
2019-01-27 23:20:49,418 - INFO - fastread - 262, 392
2019-01-27 23:20:52,762 - INFO - fastread - 266, 412
2019-01-27 23:20:55,798 - INFO - fastread - 269, 432
2019-01-27 23:20:58,904 - INFO - fastread - 280, 452
2019-01-27 23:21:02,192 - INFO - fastread - 284, 472
2019-01-27 23:21:05,825 - INFO - fastread - 286, 492
2019-01-27 23:21:09,505 - INFO - fastread - 289, 512
2019-01-27 23:21:12,696 - INFO - fastread - 291, 532
2019-01-27 23:21:16,016 - INFO - fastread - 293, 552
2019-01-27 23:21:19,375 - INFO - fastread - 297, 572
2019-01-27 23:21:22,924 - INFO - fastread - 298, 592
2019-01-27 23:21:26,443 - INFO - fastread - 298, 612
2019-01-27 23:21:29,801 - INFO - fastread - 298, 632
2019-01-27 23:21:33,077 - INFO - fastread - 300, 652
2019-01-27 23:21:36,460 - INFO - fastread - 302, 672
2019-01-27 23:21:40,462 - INFO - fastread - 303, 692
2019-01-27 23:21:44,306 - INFO - fastread - 306, 712
2019-01-27 23:21:48,383 - INFO - fastread - 306, 732
2019-01-27 23:21:52,159 - INFO - fastread - 309, 752
2019-01-27 23:21:55,866 - INFO - fastread - 311, 772
2019-01-27 23:21:59,315 - INFO - fastread - 311, 792
2019-01-27 23:22:02,784 - INFO - fastread - 311, 812
2019-01-27 23:22:06,414 - INFO - fastread - 311, 832
2019-01-27 23:22:09,973 - INFO - fastread - 311, 852
2019-01-27 23:22:13,630 - INFO - fastread - 311, 872
2019-01-27 23:22:17,292 - INFO - fastread - 311, 892
2019-01-27 23:22:21,222 - INFO - fastread - 311, 912
2019-01-27 23:22:25,092 - INFO - fastread - 311, 932
2019-01-27 23:22:29,070 - INFO - fastread - 312, 952
2019-01-27 23:22:32,817 - INFO - fastread - 316, 972
2019-01-27 23:22:36,779 - INFO - fastread - 318, 992
2019-01-27 23:22:40,660 - INFO - fastread - 318, 1012
2019-01-27 23:22:44,738 - INFO - fastread - 319, 1032
2019-01-27 23:22:48,886 - INFO - fastread - 319, 1052
2019-01-27 23:22:52,928 - INFO - fastread - 319, 1072
2019-01-27 23:22:57,070 - INFO - fastread - 319, 1092
2019-01-27 23:23:01,166 - INFO - fastread - 319, 1112
