2019-02-07 13:10:53,947 - INFO - rig - jfreechart-1.0.19
2019-02-07 13:11:00,716 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-02-07 13:11:00,716 - INFO - fastread - Total Yes: 209 | Total No: 4199
2019-02-07 13:11:01,028 - INFO - fastread - 0, 0  475
2019-02-07 13:11:11,012 - INFO - fastread - 53, 56  475
2019-02-07 13:11:16,378 - INFO - fastread - 61, 78  118
2019-02-07 13:11:21,895 - INFO - fastread - 62, 100  118
2019-02-07 13:11:26,911 - INFO - fastread - 62, 122  115
2019-02-07 13:11:31,432 - INFO - fastread - 62, 144  115
2019-02-07 13:11:36,045 - INFO - fastread - 62, 166  115
2019-02-07 13:11:40,439 - INFO - fastread - 64, 188  114
2019-02-07 13:11:44,758 - INFO - fastread - 65, 210  114
2019-02-07 13:11:49,129 - INFO - fastread - 72, 232  115
2019-02-07 13:11:53,115 - INFO - fastread - 81, 254  138
2019-02-07 13:11:56,843 - INFO - fastread - 92, 276  141
2019-02-07 13:12:01,071 - INFO - fastread - 100, 298  151
2019-02-07 13:12:04,787 - INFO - fastread - 102, 320  152
2019-02-07 13:12:08,924 - INFO - fastread - 114, 342  145
2019-02-07 13:12:12,865 - INFO - fastread - 116, 364  152
2019-02-07 13:12:16,944 - INFO - fastread - 118, 386  148
2019-02-07 13:12:20,842 - INFO - fastread - 120, 408  152
2019-02-07 13:12:24,737 - INFO - fastread - 121, 430  152
2019-02-07 13:12:28,672 - INFO - fastread - 121, 452  148
2019-02-07 13:12:33,263 - INFO - fastread - 122, 474  152
2019-02-07 13:12:37,227 - INFO - fastread - 122, 496  150
2019-02-07 13:12:41,403 - INFO - fastread - 122, 518  148
2019-02-07 13:12:45,061 - INFO - fastread - 123, 540  147
2019-02-07 13:12:49,308 - INFO - fastread - 125, 562  150
2019-02-07 13:12:53,132 - INFO - fastread - 125, 584  153
2019-02-07 13:12:57,240 - INFO - fastread - 127, 606  149
2019-02-07 13:13:01,158 - INFO - fastread - 131, 628  152
2019-02-07 13:13:05,304 - INFO - fastread - 133, 650  152
2019-02-07 13:13:09,196 - INFO - fastread - 135, 672  152
2019-02-07 13:13:13,113 - INFO - fastread - 135, 694  155
2019-02-07 13:13:17,120 - INFO - fastread - 137, 716  154
2019-02-07 13:13:21,401 - INFO - fastread - 139, 738  158
2019-02-07 13:13:25,082 - INFO - fastread - 140, 760  161
2019-02-07 13:13:29,451 - INFO - fastread - 143, 782  162
2019-02-07 13:13:33,369 - INFO - fastread - 143, 804  160
2019-02-07 13:13:37,486 - INFO - fastread - 143, 826  157
2019-02-07 13:13:41,288 - INFO - fastread - 143, 848  159
2019-02-07 13:13:45,790 - INFO - fastread - 143, 870  158
2019-02-07 13:13:56,717 - INFO - fastread - 144, 934  160
2019-02-07 13:14:01,015 - INFO - fastread - 166, 956  173
2019-02-07 13:14:05,452 - INFO - fastread - 188, 978  196
2019-02-07 13:14:09,749 - INFO - fastread - 204, 1000  209
2019-02-07 13:14:13,770 - INFO - fastread - 204, 1022  210
2019-02-07 13:14:17,703 - INFO - fastread - 204, 1044  209
2019-02-07 13:14:21,831 - INFO - fastread - 208, 1066  207
2019-02-07 13:14:26,234 - INFO - fastread - 208, 1088  213
2019-02-07 13:14:30,410 - INFO - fastread - 208, 1110  211
2019-02-07 13:14:34,673 - INFO - fastread - 208, 1132  209
2019-02-07 13:14:39,304 - INFO - fastread - 208, 1154  210
2019-02-07 13:14:50,277 - INFO - fastread - 208, 1213  209
2019-02-07 13:15:01,551 - INFO - fastread - 208, 1275  209
2019-02-07 13:15:12,844 - INFO - fastread - 208, 1336  210
2019-02-07 13:15:17,395 - INFO - fastread - 208, 1358  210
2019-02-07 13:15:17,395 - INFO - fastread - IGNORE jfreechart-1.0.19 NO IMPROVEMENT after 3 random loops. EXITING. Current estimate: 222
2019-02-07 13:15:17,425 - INFO - fastread - IGNORE jfreechart-1.0.19 | Total: 4408 | Percent Checked: 0.31 | Total Yes Data: 209 | Percent Yes Checked: 1.0
2019-02-07 13:15:17,425 - INFO - rig - ++++NEW CLF++++ QUICKREAD
2019-02-07 13:15:17,425 - INFO - quickread - Total Yes: 209 | Total No: 4199
2019-02-07 13:15:18,002 - INFO - quickread - 0, 0  475
2019-02-07 13:15:26,369 - INFO - quickread - 53, 56  475
2019-02-07 13:15:30,906 - INFO - quickread - 69, 78  156
2019-02-07 13:15:35,090 - INFO - quickread - 83, 100  146
2019-02-07 13:15:38,934 - INFO - quickread - 94, 122  141
2019-02-07 13:15:42,626 - INFO - quickread - 100, 144  146
2019-02-07 13:15:46,273 - INFO - quickread - 102, 166  143
2019-02-07 13:15:49,794 - INFO - quickread - 106, 188  133
2019-02-07 13:15:53,670 - INFO - quickread - 107, 210  133
2019-02-07 13:15:57,427 - INFO - quickread - 110, 232  129
2019-02-07 13:16:01,020 - INFO - quickread - 116, 254  131
2019-02-07 13:16:04,385 - INFO - quickread - 116, 276  142
2019-02-07 13:16:07,972 - INFO - quickread - 117, 298  133
2019-02-07 13:16:11,636 - INFO - quickread - 120, 320  132
2019-02-07 13:16:15,645 - INFO - quickread - 120, 342  135
2019-02-07 13:16:18,905 - INFO - quickread - 120, 364  132
2019-02-07 13:16:21,960 - INFO - quickread - 120, 386  129
2019-02-07 13:16:25,376 - INFO - quickread - 124, 408  127
2019-02-07 13:16:28,893 - INFO - quickread - 125, 430  133
2019-02-07 13:16:32,383 - INFO - quickread - 135, 452  134
2019-02-07 13:16:35,720 - INFO - quickread - 137, 474  151
2019-02-07 13:16:39,251 - INFO - quickread - 138, 496  148
2019-02-07 13:16:42,122 - INFO - quickread - 140, 518  145
2019-02-07 13:16:45,059 - INFO - quickread - 142, 540  146
2019-02-07 13:16:49,076 - INFO - quickread - 145, 562  148
2019-02-07 13:16:52,259 - INFO - quickread - 145, 584  152
2019-02-07 13:16:55,275 - INFO - quickread - 145, 606  150
2019-02-07 13:16:58,911 - INFO - quickread - 145, 628  148
2019-02-07 13:17:01,945 - INFO - quickread - 145, 650  147
2019-02-07 13:17:11,701 - INFO - quickread - 145, 716  146
2019-02-07 13:17:21,465 - INFO - quickread - 146, 776  145
2019-02-07 13:17:24,960 - INFO - quickread - 148, 798  146
2019-02-07 13:17:28,725 - INFO - quickread - 149, 820  149
2019-02-07 13:17:32,229 - INFO - quickread - 149, 842  150
2019-02-07 13:17:35,612 - INFO - quickread - 149, 864  149
2019-02-07 13:17:35,753 - INFO - quickread - IGNORE jfreechart-1.0.19 | Total: 4408 | Percent Checked: 0.2 | Total Yes Data: 209 | Percent Yes Checked: 0.71
2019-02-07 13:17:35,753 - INFO - rig - ++++NEW CLF++++ SGD
2019-02-07 13:17:35,761 - INFO - fastread - Total Yes: 209 | Total No: 4199
2019-02-07 13:17:36,007 - INFO - fastread - 10, 10
2019-02-07 13:17:36,007 - INFO - fastread - 18, 20
2019-02-07 13:17:36,017 - INFO - fastread - 28, 30
2019-02-07 13:17:36,025 - INFO - fastread - 37, 40
2019-02-07 13:17:36,027 - INFO - fastread - 44, 50
2019-02-07 13:17:36,037 - INFO - fastread - 50, 60
2019-02-07 13:17:36,037 - INFO - fastread - 59, 70
2019-02-07 13:17:36,047 - INFO - fastread - 63, 80
2019-02-07 13:17:36,055 - INFO - fastread - 69, 90
2019-02-07 13:17:36,057 - INFO - fastread - 76, 100
2019-02-07 13:17:36,067 - INFO - fastread - 83, 110
2019-02-07 13:17:36,067 - INFO - fastread - 90, 120
2019-02-07 13:17:36,077 - INFO - fastread - 94, 130
2019-02-07 13:17:36,085 - INFO - fastread - 98, 140
2019-02-07 13:17:36,087 - INFO - fastread - 99, 150
2019-02-07 13:17:36,097 - INFO - fastread - 102, 160
2019-02-07 13:17:36,097 - INFO - fastread - 103, 170
2019-02-07 13:17:36,107 - INFO - fastread - 103, 180
2019-02-07 13:17:36,118 - INFO - fastread - 107, 190
2019-02-07 13:17:36,118 - INFO - fastread - 111, 200
2019-02-07 13:17:36,128 - INFO - fastread - 113, 210
2019-02-07 13:17:36,136 - INFO - fastread - 115, 220
2019-02-07 13:17:36,138 - INFO - fastread - 117, 230
2019-02-07 13:17:36,148 - INFO - fastread - 117, 240
2019-02-07 13:17:36,156 - INFO - fastread - 117, 250
2019-02-07 13:17:36,158 - INFO - fastread - 117, 260
2019-02-07 13:17:36,168 - INFO - fastread - 118, 270
2019-02-07 13:17:36,176 - INFO - fastread - 120, 280
2019-02-07 13:17:36,178 - INFO - fastread - 126, 290
2019-02-07 13:17:36,188 - INFO - fastread - 130, 300
2019-02-07 13:17:36,196 - INFO - fastread - 130, 310
2019-02-07 13:17:36,198 - INFO - fastread - 130, 320
2019-02-07 13:17:36,209 - INFO - fastread - 130, 330
2019-02-07 13:17:36,209 - INFO - fastread - 130, 340
2019-02-07 13:17:36,219 - INFO - fastread - 130, 350
2019-02-07 13:17:36,229 - INFO - fastread - 131, 360
2019-02-07 13:17:36,229 - INFO - fastread - 133, 370
2019-02-07 13:17:36,239 - INFO - fastread - 133, 380
2019-02-07 13:17:36,247 - INFO - fastread - 134, 390
2019-02-07 13:17:36,249 - INFO - fastread - 134, 400
2019-02-07 13:17:36,259 - INFO - fastread - 134, 410
2019-02-07 13:17:36,267 - INFO - fastread - 134, 420
2019-02-07 13:17:36,269 - INFO - fastread - 135, 430
2019-02-07 13:17:36,279 - INFO - fastread - 135, 440
2019-02-07 13:17:36,287 - INFO - fastread - 136, 450
2019-02-07 13:17:36,289 - INFO - fastread - 136, 460
2019-02-07 13:17:36,300 - INFO - fastread - 136, 470
2019-02-07 13:17:36,300 - INFO - fastread - 136, 480
2019-02-07 13:17:36,310 - INFO - fastread - 136, 490
2019-02-07 13:17:36,320 - INFO - fastread - 136, 500
2019-02-07 13:17:36,320 - INFO - fastread - 136, 510
2019-02-07 13:17:36,330 - INFO - fastread - 136, 520
2019-02-07 13:17:36,338 - INFO - fastread - 136, 530
2019-02-07 13:17:36,340 - INFO - fastread - 136, 540
2019-02-07 13:17:36,350 - INFO - fastread - 136, 550
2019-02-07 13:17:36,358 - INFO - fastread - 136, 560
2019-02-07 13:17:36,360 - INFO - fastread - 136, 570
2019-02-07 13:17:36,370 - INFO - fastread - 136, 580
2019-02-07 13:17:36,370 - INFO - fastread - 136, 590
2019-02-07 13:17:36,380 - INFO - fastread - 136, 600
2019-02-07 13:17:36,390 - INFO - fastread - 136, 610
2019-02-07 13:17:36,390 - INFO - fastread - 136, 620
2019-02-07 13:17:36,401 - INFO - fastread - 136, 630
2019-02-07 13:17:36,401 - INFO - fastread - 136, 640
2019-02-07 13:17:36,411 - INFO - fastread - 136, 650
2019-02-07 13:17:36,419 - INFO - fastread - 136, 660
2019-02-07 13:17:36,421 - INFO - fastread - 137, 670
2019-02-07 13:17:36,431 - INFO - fastread - 137, 680
2019-02-07 13:17:36,439 - INFO - fastread - 140, 690
2019-02-07 13:17:36,441 - INFO - fastread - 147, 700
2019-02-07 13:17:36,451 - INFO - fastread - 147, 710
2019-02-07 13:17:36,459 - INFO - fastread - 147, 720
2019-02-07 13:17:36,461 - INFO - fastread - 147, 730
2019-02-07 13:17:36,471 - INFO - fastread - 147, 740
2019-02-07 13:17:36,471 - INFO - fastread - 147, 750
2019-02-07 13:17:36,481 - INFO - fastread - 147, 760
2019-02-07 13:17:36,490 - INFO - fastread - 147, 770
2019-02-07 13:17:36,497 - INFO - fastread - 147, 780
2019-02-07 13:17:36,504 - INFO - fastread - 147, 790
2019-02-07 13:17:36,513 - INFO - fastread - 147, 800
2019-02-07 13:17:36,520 - INFO - fastread - 147, 810
2019-02-07 13:17:36,528 - INFO - fastread - 147, 820
2019-02-07 13:17:36,534 - INFO - fastread - 147, 830
2019-02-07 13:17:36,540 - INFO - fastread - 147, 840
