2019-02-07 13:22:43,674 - INFO - rig - columba-1.4-src
2019-02-07 13:22:52,442 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-02-07 13:22:52,442 - INFO - fastread - Total Yes: 204 | Total No: 6264
2019-02-07 13:22:53,380 - INFO - fastread - 0, 0  475
2019-02-07 13:23:22,261 - INFO - fastread - 133, 144  475
2019-02-07 13:23:29,448 - INFO - fastread - 149, 176  219
2019-02-07 13:23:36,875 - INFO - fastread - 153, 208  250
2019-02-07 13:23:44,305 - INFO - fastread - 157, 240  249
2019-02-07 13:23:51,666 - INFO - fastread - 160, 272  239
2019-02-07 13:23:58,880 - INFO - fastread - 165, 304  228
2019-02-07 13:24:06,056 - INFO - fastread - 168, 336  228
2019-02-07 13:24:13,263 - INFO - fastread - 168, 368  225
2019-02-07 13:24:20,524 - INFO - fastread - 170, 400  215
2019-02-07 13:24:27,798 - INFO - fastread - 171, 432  227
2019-02-07 13:24:34,959 - INFO - fastread - 173, 464  221
2019-02-07 13:24:42,099 - INFO - fastread - 178, 496  219
2019-02-07 13:24:49,335 - INFO - fastread - 190, 528  227
2019-02-07 13:24:56,760 - INFO - fastread - 191, 560  234
2019-02-07 13:25:03,992 - INFO - fastread - 193, 592  230
2019-02-07 13:25:11,075 - INFO - fastread - 194, 624  228
2019-02-07 13:25:18,236 - INFO - fastread - 195, 656  231
2019-02-07 13:25:25,561 - INFO - fastread - 195, 688  228
2019-02-07 13:25:32,793 - INFO - fastread - 195, 720  230
2019-02-07 13:25:39,843 - INFO - fastread - 195, 752  224
2019-02-07 13:25:46,929 - INFO - fastread - 196, 784  223
2019-02-07 13:25:54,157 - INFO - fastread - 197, 816  223
2019-02-07 13:26:01,371 - INFO - fastread - 197, 848  226
2019-02-07 13:26:08,433 - INFO - fastread - 197, 880  221
2019-02-07 13:26:15,433 - INFO - fastread - 197, 912  218
2019-02-07 13:26:22,701 - INFO - fastread - 197, 944  220
2019-02-07 13:26:41,472 - INFO - fastread - 197, 1039  221
2019-02-07 13:27:00,216 - INFO - fastread - 197, 1133  218
2019-02-07 13:27:19,013 - INFO - fastread - 197, 1222  220
2019-02-07 13:27:26,208 - INFO - fastread - 197, 1254  223
2019-02-07 13:27:26,208 - INFO - fastread - IGNORE columba-1.4-src NO IMPROVEMENT after 3 random loops. EXITING. Current estimate: 235
2019-02-07 13:27:26,233 - INFO - fastread - IGNORE columba-1.4-src | Total: 6468 | Percent Checked: 0.19 | Total Yes Data: 204 | Percent Yes Checked: 0.97
2019-02-07 13:27:26,234 - INFO - rig - ++++NEW CLF++++ QUICKREAD
2019-02-07 13:27:26,234 - INFO - quickread - Total Yes: 204 | Total No: 6264
2019-02-07 13:27:26,833 - INFO - quickread - 0, 0  475
2019-02-07 13:27:52,468 - INFO - quickread - 133, 144  475
2019-02-07 13:27:59,528 - INFO - quickread - 147, 176  301
2019-02-07 13:28:06,615 - INFO - quickread - 170, 208  321
2019-02-07 13:28:13,549 - INFO - quickread - 181, 240  332
2019-02-07 13:28:20,558 - INFO - quickread - 189, 272  325
2019-02-07 13:28:27,480 - INFO - quickread - 192, 304  321
2019-02-07 13:28:34,051 - INFO - quickread - 195, 336  302
2019-02-07 13:28:40,665 - INFO - quickread - 198, 368  293
2019-02-07 13:28:47,324 - INFO - quickread - 199, 400  287
2019-02-07 13:28:53,728 - INFO - quickread - 200, 432  277
2019-02-07 13:29:00,155 - INFO - quickread - 200, 464  268
2019-02-07 13:29:06,556 - INFO - quickread - 200, 496  259
2019-02-07 13:29:12,685 - INFO - quickread - 200, 528  251
2019-02-07 13:29:18,979 - INFO - quickread - 200, 560  244
2019-02-07 13:29:25,078 - INFO - quickread - 201, 592  239
2019-02-07 13:29:31,147 - INFO - quickread - 201, 624  239
2019-02-07 13:29:37,335 - INFO - quickread - 202, 656  234
2019-02-07 13:29:43,265 - INFO - quickread - 202, 688  234
2019-02-07 13:29:49,501 - INFO - quickread - 202, 720  232
