2019-02-07 13:22:43,989 - INFO - rig - jruby-1.4.0
2019-02-07 13:22:52,702 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-02-07 13:22:52,702 - INFO - fastread - Total Yes: 622 | Total No: 4275
2019-02-07 13:22:53,432 - INFO - fastread - 0, 0  475
2019-02-07 13:23:55,901 - INFO - fastread - 291, 302  475
2019-02-07 13:24:02,226 - INFO - fastread - 303, 326  506
2019-02-07 13:24:08,728 - INFO - fastread - 320, 350  570
2019-02-07 13:24:15,408 - INFO - fastread - 325, 374  583
2019-02-07 13:24:21,926 - INFO - fastread - 340, 398  564
2019-02-07 13:24:28,656 - INFO - fastread - 364, 422  568
2019-02-07 13:24:35,386 - INFO - fastread - 384, 446  591
2019-02-07 13:24:42,224 - INFO - fastread - 405, 470  610
2019-02-07 13:24:49,297 - INFO - fastread - 428, 494  635
2019-02-07 13:24:56,189 - INFO - fastread - 450, 518  659
2019-02-07 13:25:03,191 - INFO - fastread - 474, 542  685
2019-02-07 13:25:10,507 - INFO - fastread - 493, 566  721
2019-02-07 13:25:17,919 - INFO - fastread - 514, 590  741
2019-02-07 13:25:25,347 - INFO - fastread - 537, 614  749
2019-02-07 13:25:32,858 - INFO - fastread - 553, 638  771
2019-02-07 13:25:40,561 - INFO - fastread - 561, 662  793
2019-02-07 13:25:48,269 - INFO - fastread - 564, 686  792
2019-02-07 13:25:55,886 - INFO - fastread - 567, 710  780
2019-02-07 13:26:03,709 - INFO - fastread - 571, 734  770
2019-02-07 13:26:11,566 - INFO - fastread - 573, 758  775
2019-02-07 13:26:19,400 - INFO - fastread - 573, 782  755
2019-02-07 13:26:27,068 - INFO - fastread - 576, 806  744
2019-02-07 13:26:34,931 - INFO - fastread - 576, 830  734
2019-02-07 13:26:42,706 - INFO - fastread - 579, 854  711
2019-02-07 13:26:50,459 - INFO - fastread - 580, 878  693
2019-02-07 13:26:58,168 - INFO - fastread - 582, 902  675
2019-02-07 13:27:06,093 - INFO - fastread - 585, 926  679
2019-02-07 13:27:13,978 - INFO - fastread - 590, 950  668
2019-02-07 13:27:21,914 - INFO - fastread - 590, 974  678
2019-02-07 13:27:29,685 - INFO - fastread - 593, 998  662
2019-02-07 13:27:37,698 - INFO - fastread - 596, 1022  654
2019-02-07 13:27:45,727 - INFO - fastread - 597, 1046  654
2019-02-07 13:27:53,684 - INFO - fastread - 599, 1070  654
