,perc_read,FASTREAD,NBM,KNN,SVM,DT
0,0,13.4,10.05,10.53,12.92,7.66
1,1,13.4,19.14,13.4,29.19,19.62
2,2,14.35,20.1,17.22,40.19,37.32
3,3,14.35,22.49,19.14,49.28,47.85
4,4,14.83,25.36,21.05,56.46,47.85
5,5,16.27,27.27,21.53,58.85,47.85
6,6,16.27,28.23,21.53,58.85,48.33
7,7,16.27,30.14,22.01,60.29,48.8
8,8,17.22,33.49,22.97,60.29,49.76
9,9,17.22,33.97,22.97,60.29,49.76
10,10,20.1,33.97,23.44,60.77,50.24
11,11,21.53,34.93,23.92,60.77,50.72
12,12,22.01,36.84,25.36,60.77,51.2
13,13,22.01,37.8,25.36,60.77,51.2
14,14,22.49,38.28,25.36,60.77,51.2
15,15,22.49,39.71,26.32,60.77,51.67
16,16,22.49,58.85,27.27,60.77,51.67
17,17,22.49,68.9,28.71,60.77,52.63
18,18,22.49,68.9,29.67,61.24,53.11
19,19,23.44,68.9,30.14,61.72,53.11
20,20,24.4,68.9,30.62,61.72,54.07
21,21,25.84,68.9,31.1,61.72,55.5
22,22,25.84,68.9,33.01,61.72,55.98
23,23,25.84,68.9,33.01,61.72,55.98
24,24,26.79,68.9,33.01,61.72,55.98
25,25,27.75,68.9,33.49,62.2,55.98
26,26,28.23,68.9,35.41,62.2,57.42
27,27,28.71,68.9,35.89,62.2,57.42
28,28,29.19,68.9,37.32,62.2,57.89
29,29,29.67,69.38,37.32,62.2,58.37
30,30,29.67,69.86,37.8,62.2,58.85
31,31,29.67,70.81,37.8,64.11,58.85
32,32,29.67,70.81,37.8,64.11,58.85
33,33,29.67,70.81,38.76,73.21,59.81
34,34,31.58,73.21,40.19,93.3,61.24
35,35,32.54,73.21,42.58,94.26,62.2
36,36,32.54,75.12,43.06,94.26,62.2
37,37,33.01,75.6,44.5,94.26,63.64
38,38,33.49,79.43,45.93,94.26,64.11
39,39,33.49,81.82,46.41,94.26,66.03
40,40,33.97,83.25,47.37,94.26,66.03
41,41,34.93,84.21,47.37,94.26,66.51
42,42,34.93,84.69,49.28,94.26,66.51
43,43,34.93,84.69,49.28,94.26,66.51
44,44,35.41,85.17,49.28,94.26,66.51
45,45,35.41,85.65,49.76,94.26,66.99
46,46,35.41,86.12,51.67,94.26,67.94
47,47,36.36,87.56,52.15,94.26,68.42
48,48,37.32,88.52,53.59,94.26,70.33
49,49,37.8,88.52,55.5,94.26,70.33
50,50,38.76,88.52,55.5,94.26,70.81
51,51,38.76,88.52,56.94,94.26,70.81
52,52,38.76,89.47,56.94,94.26,70.81
53,53,38.76,90.43,58.37,94.26,71.77
54,54,39.23,90.91,58.37,94.26,72.25
55,55,39.23,90.91,58.85,94.26,73.21
56,56,41.15,91.39,59.33,94.26,73.68
57,57,42.58,91.39,60.77,94.26,74.64
58,58,42.58,91.39,61.24,94.26,75.12
59,59,42.58,91.39,62.2,94.26,75.6
60,60,43.54,91.39,63.64,94.26,76.08
61,61,43.54,91.39,64.59,94.26,77.03
62,62,43.54,91.39,65.55,94.26,77.03
63,63,44.5,91.39,66.51,94.26,77.51
64,64,44.5,91.39,67.46,94.26,77.99
65,65,44.5,91.39,67.46,94.26,77.99
66,66,44.5,91.39,68.42,94.26,78.47
67,67,44.98,91.87,69.86,94.26,79.43
68,68,44.98,96.65,70.81,94.26,80.38
69,69,44.98,,72.73,94.74,81.82
70,70,44.98,,73.68,94.74,82.78
71,71,44.98,,73.68,94.74,82.78
72,72,44.98,,74.64,97.61,84.21
73,73,45.45,,75.12,,85.17
74,74,45.93,,76.56,,85.65
75,75,46.41,,77.03,,86.6
76,76,46.89,,77.99,,86.6
77,77,48.33,,78.95,,87.56
78,78,49.76,,80.38,,89.0
79,79,49.76,,81.82,,90.43
80,80,50.24,,82.3,,90.91
81,81,50.72,,82.78,,90.91
82,82,51.2,,84.69,,91.39
83,83,51.2,,85.17,,91.39
84,84,52.63,,85.17,,91.39
85,85,53.59,,85.17,,91.39
86,86,55.98,,85.65,,91.39
87,87,57.42,,87.08,,91.39
88,88,59.33,,87.56,,91.87
89,89,59.81,,88.52,,92.34
90,90,60.77,,90.43,,93.3
91,91,62.2,,91.87,,94.74
92,92,63.64,,92.82,,94.74
93,93,64.11,,93.3,,
94,94,66.99,,93.78,,
95,95,69.38,,,,
96,96,71.29,,,,
97,97,73.21,,,,
98,98,82.78,,,,
99,99,91.87,,,,
100,100,,,,,
