,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.31
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.81
2,2,0.0,4.66,4.5,1.29,2.89,2.25,4.34,2.73,2.41,109.32
3,3,0.0,4.66,4.5,1.29,2.89,2.25,4.34,2.73,2.41,84.24
4,4,0.0,11.9,12.06,2.73,8.84,6.75,11.09,10.61,10.45,79.42
5,5,0.0,11.9,12.06,2.73,8.84,6.75,11.09,10.61,10.45,82.15
6,6,0.0,19.77,19.77,3.86,13.99,10.45,17.68,18.65,17.68,
7,7,0.0,19.77,19.77,3.86,13.99,10.45,17.68,18.65,17.68,
8,8,0.0,27.49,27.65,4.5,18.97,11.25,24.44,26.69,25.4,
9,9,63.34,27.49,27.65,4.5,18.97,11.25,24.44,26.69,25.4,
10,10,63.34,35.21,35.53,5.95,22.99,12.38,31.51,34.41,33.44,
11,11,64.95,35.21,35.53,5.95,22.99,12.38,31.51,34.41,33.44,
12,12,64.95,41.48,41.8,7.07,25.72,12.86,37.3,40.35,39.71,
13,13,66.72,41.48,41.8,7.07,25.72,12.86,37.3,40.35,39.71,
14,14,66.72,49.2,49.36,7.72,30.06,13.67,44.21,47.75,47.11,
15,15,70.1,49.2,49.36,7.72,30.06,13.67,44.21,47.75,47.11,
16,16,70.1,57.23,57.07,8.2,38.1,14.79,51.29,53.86,54.66,
17,17,75.72,57.23,57.07,8.2,38.1,14.79,51.29,53.86,54.66,
18,18,75.72,64.95,64.95,9.65,43.09,16.24,57.88,59.65,62.06,
19,19,81.67,64.95,64.95,9.65,43.09,16.24,57.88,59.65,62.06,
20,20,,72.51,72.35,10.13,45.82,17.36,65.59,66.08,69.45,
21,21,,72.51,72.35,10.13,45.82,17.36,65.59,66.08,69.45,
22,22,,80.06,79.74,10.77,49.52,18.17,72.67,72.99,76.53,
23,23,,,,10.77,49.52,18.17,72.67,72.99,76.53,
24,24,,,,12.06,52.57,19.94,79.58,79.26,83.12,
25,25,,,,12.06,52.57,19.94,79.58,,83.12,
26,26,,,,12.7,55.31,20.74,86.66,,,
27,27,,,,12.7,55.31,20.74,86.66,,,
28,28,,,,13.34,56.91,21.54,89.07,,,
