2019-01-27 23:31:26,725 - INFO - rig - sql12
2019-01-27 23:31:31,499 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-27 23:31:31,507 - INFO - fastread - Total Yes: 286 | Total No: 6929
2019-01-27 23:31:31,902 - INFO - fastread - 0, 0
2019-01-27 23:31:38,167 - INFO - fastread - 48, 52
2019-01-27 23:31:40,740 - INFO - fastread - 49, 72
2019-01-27 23:31:43,272 - INFO - fastread - 51, 92
2019-01-27 23:31:45,918 - INFO - fastread - 51, 112
2019-01-27 23:31:48,572 - INFO - fastread - 55, 132
2019-01-27 23:31:51,351 - INFO - fastread - 56, 152
2019-01-27 23:31:54,086 - INFO - fastread - 64, 172
2019-01-27 23:31:56,931 - INFO - fastread - 65, 192
2019-01-27 23:31:59,724 - INFO - fastread - 76, 212
2019-01-27 23:32:02,470 - INFO - fastread - 89, 232
2019-01-27 23:32:05,214 - INFO - fastread - 102, 252
2019-01-27 23:32:08,109 - INFO - fastread - 105, 272
2019-01-27 23:32:10,985 - INFO - fastread - 112, 292
2019-01-27 23:32:13,840 - INFO - fastread - 118, 312
2019-01-27 23:32:16,724 - INFO - fastread - 130, 332
2019-01-27 23:32:19,873 - INFO - fastread - 138, 352
2019-01-27 23:32:22,878 - INFO - fastread - 145, 372
2019-01-27 23:32:25,697 - INFO - fastread - 150, 392
2019-01-27 23:32:28,570 - INFO - fastread - 159, 412
2019-01-27 23:32:31,440 - INFO - fastread - 160, 432
2019-01-27 23:32:34,313 - INFO - fastread - 171, 452
2019-01-27 23:32:37,278 - INFO - fastread - 182, 472
2019-01-27 23:32:40,209 - INFO - fastread - 184, 492
2019-01-27 23:32:43,160 - INFO - fastread - 189, 512
2019-01-27 23:32:46,114 - INFO - fastread - 193, 532
2019-01-27 23:32:49,220 - INFO - fastread - 195, 552
2019-01-27 23:32:52,529 - INFO - fastread - 196, 572
2019-01-27 23:32:56,019 - INFO - fastread - 202, 592
2019-01-27 23:32:59,510 - INFO - fastread - 204, 612
2019-01-27 23:33:02,938 - INFO - fastread - 206, 632
2019-01-27 23:33:06,157 - INFO - fastread - 208, 652
2019-01-27 23:33:09,382 - INFO - fastread - 209, 672
2019-01-27 23:33:12,814 - INFO - fastread - 213, 692
2019-01-27 23:33:16,255 - INFO - fastread - 216, 712
2019-01-27 23:33:19,642 - INFO - fastread - 218, 732
2019-01-27 23:33:23,292 - INFO - fastread - 222, 752
2019-01-27 23:33:27,033 - INFO - fastread - 222, 772
2019-01-27 23:33:30,460 - INFO - fastread - 224, 792
2019-01-27 23:33:33,920 - INFO - fastread - 225, 812
2019-01-27 23:33:37,309 - INFO - fastread - 226, 832
2019-01-27 23:33:40,948 - INFO - fastread - 227, 852
2019-01-27 23:33:44,690 - INFO - fastread - 227, 872
2019-01-27 23:33:48,510 - INFO - fastread - 228, 892
2019-01-27 23:33:52,508 - INFO - fastread - 228, 912
2019-01-27 23:33:56,462 - INFO - fastread - 228, 932
2019-01-27 23:33:59,990 - INFO - fastread - 228, 952
2019-01-27 23:34:03,531 - INFO - fastread - 228, 972
2019-01-27 23:34:07,111 - INFO - fastread - 228, 992
2019-01-27 23:34:10,830 - INFO - fastread - 230, 1012
2019-01-27 23:34:14,789 - INFO - fastread - 231, 1032
2019-01-27 23:34:18,601 - INFO - fastread - 233, 1052
2019-01-27 23:34:22,452 - INFO - fastread - 234, 1072
2019-01-27 23:34:26,329 - INFO - fastread - 237, 1092
2019-01-27 23:34:29,989 - INFO - fastread - 245, 1112
2019-01-27 23:34:34,189 - INFO - fastread - 246, 1132
2019-01-27 23:34:38,173 - INFO - fastread - 246, 1152
2019-01-27 23:34:42,237 - INFO - fastread - 250, 1172
2019-01-27 23:34:46,027 - INFO - fastread - 250, 1192
2019-01-27 23:34:49,898 - INFO - fastread - 250, 1212
2019-01-27 23:34:53,942 - INFO - fastread - 250, 1232
2019-01-27 23:34:58,026 - INFO - fastread - 250, 1252
2019-01-27 23:35:01,996 - INFO - fastread - 251, 1272
2019-01-27 23:35:06,000 - INFO - fastread - 251, 1292
2019-01-27 23:35:09,895 - INFO - fastread - 251, 1312
2019-01-27 23:35:13,859 - INFO - fastread - 251, 1332
2019-01-27 23:35:17,863 - INFO - fastread - 253, 1352
2019-01-27 23:35:21,715 - INFO - fastread - 254, 1372
2019-01-27 23:35:25,655 - INFO - fastread - 254, 1392
