,perc_read,FASTREAD,NBM,KNN,DT,SVM,SVM_LINER
0,0,20.31,11.33,4.69,12.89,17.58,19.14
1,1,27.73,20.7,8.2,34.77,41.8,42.97
2,2,41.02,23.83,8.2,34.77,60.55,55.47
3,3,59.77,28.91,8.2,35.55,70.7,68.75
4,4,69.53,36.33,8.98,35.55,71.48,74.22
5,5,79.3,40.23,9.77,35.55,73.83,76.56
6,6,82.03,43.36,10.94,36.72,74.61,78.52
7,7,83.2,44.14,12.5,37.5,74.61,80.86
8,8,83.2,44.14,12.89,37.89,75.0,83.98
9,9,83.98,44.14,14.06,38.67,76.17,86.33
10,10,84.77,44.14,14.84,39.84,77.73,86.33
11,11,86.72,44.14,18.36,42.58,81.25,87.5
12,12,87.89,44.14,19.92,44.14,81.25,88.28
13,13,89.45,44.14,21.88,45.7,81.25,88.28
14,14,91.41,44.14,22.27,47.27,81.25,88.67
15,15,92.58,44.14,23.05,47.27,81.25,88.67
16,16,93.36,44.14,23.83,48.05,81.25,88.67
17,17,94.53,44.14,24.61,48.44,81.25,88.67
18,18,,44.14,26.17,49.61,81.25,88.67
19,19,,44.14,27.34,50.39,81.25,88.67
20,20,,44.14,27.73,50.78,81.25,88.67
21,21,,44.14,28.52,51.17,81.25,88.67
22,22,,44.14,29.69,52.34,81.25,88.67
23,23,,44.14,30.86,53.52,81.25,88.67
24,24,,44.14,32.03,54.69,81.25,88.67
25,25,,44.53,32.81,55.08,81.25,88.67
26,26,,44.92,33.2,55.47,81.25,88.67
27,27,,44.92,33.98,55.86,81.25,88.67
28,28,,44.92,34.38,56.25,81.25,88.67
29,29,,44.92,34.77,56.25,82.42,88.67
30,30,,44.92,35.55,57.42,84.38,88.67
31,31,,44.92,35.94,57.81,85.55,88.67
32,32,,44.92,37.11,58.2,86.33,91.02
33,33,,44.92,37.89,58.59,87.89,91.02
34,34,,44.92,38.28,58.98,88.67,91.02
35,35,,44.92,39.84,60.55,88.67,91.41
36,36,,44.92,41.41,61.33,89.84,92.58
37,37,,44.92,41.8,62.11,91.02,94.14
38,38,,44.92,43.36,62.89,91.8,94.14
39,39,,44.92,43.75,63.28,92.58,94.14
40,40,,44.92,44.92,63.67,92.58,94.14
41,41,,44.92,45.7,64.06,92.58,94.14
42,42,,44.92,46.09,64.45,92.58,94.53
43,43,,45.31,47.66,65.62,92.58,94.53
44,44,,48.44,50.0,66.8,92.58,94.53
45,45,,48.44,51.56,67.97,92.58,94.53
46,46,,48.44,52.34,69.14,92.58,94.53
47,47,,48.44,53.52,69.53,92.58,95.31
48,48,,48.44,54.69,69.92,92.58,
49,49,,48.44,55.47,70.31,92.58,
50,50,,48.44,56.64,71.09,92.58,
51,51,,48.44,57.81,71.88,92.58,
52,52,,48.44,59.38,73.05,92.58,
53,53,,48.44,59.77,73.05,92.97,
54,54,,48.44,60.16,73.44,92.97,
55,55,,48.44,61.33,74.22,92.97,
56,56,,48.44,62.11,74.61,92.97,
57,57,,48.44,63.67,75.78,92.97,
58,58,,48.44,66.02,77.34,92.97,
59,59,,48.44,67.19,78.12,92.97,
60,60,,48.44,67.58,78.52,92.97,
61,61,,48.44,67.97,78.91,92.97,
62,62,,50.0,67.97,78.91,92.97,
63,63,,53.91,68.75,79.3,92.97,
64,64,,54.69,69.53,80.47,92.97,
65,65,,54.69,71.09,81.25,92.97,
66,66,,56.25,71.09,81.64,92.97,
67,67,,59.38,72.27,82.42,92.97,
68,68,,62.11,74.22,83.59,92.97,
69,69,,66.41,75.0,83.98,92.97,
70,70,,67.58,75.78,83.98,93.36,
71,71,,68.75,76.95,84.38,93.36,
72,72,,70.31,77.34,84.77,93.36,
73,73,,71.48,78.12,85.55,93.36,
74,74,,71.48,78.12,85.94,93.36,
75,75,,71.88,78.91,85.94,93.36,
76,76,,72.66,80.08,87.11,93.75,
77,77,,73.44,80.47,87.11,93.75,
78,78,,73.44,82.03,88.28,93.75,
79,79,,73.44,83.2,89.45,93.75,
80,80,,73.83,83.98,89.84,93.75,
81,81,,75.78,85.16,90.62,94.14,
82,82,,77.34,86.33,91.41,94.14,
83,83,,80.08,86.72,91.8,94.53,
84,84,,82.42,87.11,91.8,,
85,85,,86.72,87.11,92.19,,
86,86,,88.28,88.28,92.58,,
87,87,,88.28,90.23,94.53,,
88,88,,88.28,91.8,95.7,,
89,89,,89.45,92.58,,,
90,90,,90.62,92.97,,,
91,91,,92.58,93.36,,,
92,92,,92.97,94.14,,,
93,93,,93.36,,,,
94,94,,94.92,,,,
95,95,,,,,,
96,96,,,,,,
97,97,,,,,,
98,98,,,,,,
99,99,,,,,,
100,100,,,,,,
