2019-02-05 13:15:59,293 - INFO - rig - jruby-1.4.0
2019-02-05 13:16:07,843 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-02-05 13:16:07,844 - INFO - fastread - Total Yes: 622 | Total No: 4275
2019-02-05 13:16:08,774 - INFO - fastread - 0, 0  475
2019-02-05 13:16:13,074 - INFO - fastread - 3, 24  475
2019-02-05 13:16:17,417 - INFO - fastread - 6, 48  475
2019-02-05 13:16:22,260 - INFO - fastread - 23, 72  60
2019-02-05 13:16:27,535 - INFO - fastread - 45, 96  94
2019-02-05 13:16:33,026 - INFO - fastread - 64, 120  146
2019-02-05 13:16:38,537 - INFO - fastread - 75, 144  186
2019-02-05 13:16:43,857 - INFO - fastread - 98, 168  152
2019-02-05 13:16:49,239 - INFO - fastread - 116, 192  182
2019-02-05 13:16:54,687 - INFO - fastread - 138, 216  208
2019-02-05 13:17:00,279 - INFO - fastread - 158, 240  248
2019-02-05 13:17:06,013 - INFO - fastread - 175, 264  304
2019-02-05 13:17:11,709 - INFO - fastread - 195, 288  323
2019-02-05 13:17:17,498 - INFO - fastread - 217, 312  362
2019-02-05 13:17:23,202 - INFO - fastread - 237, 336  369
2019-02-05 13:17:29,069 - INFO - fastread - 254, 360  389
2019-02-05 13:17:35,012 - INFO - fastread - 276, 384  415
2019-02-05 13:17:40,974 - INFO - fastread - 292, 408  438
2019-02-05 13:17:46,844 - INFO - fastread - 310, 432  447
2019-02-05 13:17:52,802 - INFO - fastread - 320, 456  467
2019-02-05 13:17:58,886 - INFO - fastread - 331, 480  485
2019-02-05 13:18:05,012 - INFO - fastread - 337, 504  487
2019-02-05 13:18:11,361 - INFO - fastread - 352, 528  446
2019-02-05 13:18:17,609 - INFO - fastread - 374, 552  440
2019-02-05 13:18:24,008 - INFO - fastread - 398, 576  515
2019-02-05 13:18:30,314 - INFO - fastread - 422, 600  517
2019-02-05 13:18:36,649 - INFO - fastread - 446, 624  527
2019-02-05 13:18:43,076 - INFO - fastread - 466, 648  530
2019-02-05 13:18:49,585 - INFO - fastread - 486, 672  570
2019-02-05 13:18:56,220 - INFO - fastread - 501, 696  606
2019-02-05 13:19:02,969 - INFO - fastread - 518, 720  627
2019-02-05 13:19:09,768 - INFO - fastread - 534, 744  653
2019-02-05 13:19:16,851 - INFO - fastread - 544, 768  682
2019-02-05 13:19:24,011 - INFO - fastread - 553, 792  687
2019-02-05 13:19:31,205 - INFO - fastread - 555, 816  695
2019-02-05 13:19:38,340 - INFO - fastread - 557, 840  693
2019-02-05 13:19:45,557 - INFO - fastread - 565, 864  682
2019-02-05 13:19:52,885 - INFO - fastread - 572, 888  702
2019-02-05 13:19:59,802 - INFO - fastread - 575, 912  701
2019-02-05 13:20:06,867 - INFO - fastread - 579, 936  700
2019-02-05 13:20:13,955 - INFO - fastread - 580, 960  701
2019-02-05 13:20:21,026 - INFO - fastread - 583, 984  698
2019-02-05 13:20:28,376 - INFO - fastread - 589, 1008  697
2019-02-05 13:20:35,897 - INFO - fastread - 590, 1032  701
2019-02-05 13:20:43,458 - INFO - fastread - 592, 1056  694
2019-02-05 13:20:50,946 - INFO - fastread - 594, 1080  694
2019-02-05 13:20:58,445 - INFO - fastread - 595, 1104  691
2019-02-05 13:21:06,153 - INFO - fastread - 596, 1128  686
2019-02-05 13:21:14,015 - INFO - fastread - 596, 1152  682
2019-02-05 13:21:21,886 - INFO - fastread - 598, 1176  681
2019-02-05 13:21:29,483 - INFO - fastread - 600, 1200  735
2019-02-05 13:21:37,071 - INFO - fastread - 603, 1224  744
2019-02-05 13:21:44,823 - INFO - fastread - 604, 1248  737
2019-02-05 13:21:52,631 - INFO - fastread - 605, 1272  723
2019-02-05 13:22:00,300 - INFO - fastread - 605, 1296  722
2019-02-05 13:22:07,835 - INFO - fastread - 605, 1320  713
2019-02-05 13:22:15,569 - INFO - fastread - 607, 1344  703
2019-02-05 13:22:23,477 - INFO - fastread - 607, 1368  699
2019-02-05 13:22:31,324 - INFO - fastread - 607, 1392  690
2019-02-05 13:22:39,013 - INFO - fastread - 607, 1416  687
2019-02-05 13:22:46,766 - INFO - fastread - 608, 1440  681
2019-02-05 13:22:54,767 - INFO - fastread - 608, 1464  676
2019-02-05 13:23:02,762 - INFO - fastread - 609, 1488  670
2019-02-05 13:23:10,579 - INFO - fastread - 610, 1512  672
2019-02-05 13:23:18,676 - INFO - fastread - 611, 1536  665
2019-02-05 13:23:26,468 - INFO - fastread - 611, 1560  666
2019-02-05 13:23:34,324 - INFO - fastread - 611, 1584  660
2019-02-05 13:23:42,346 - INFO - fastread - 611, 1608  651
2019-02-05 13:23:54,597 - INFO - fastread - 611, 1656  649
2019-02-05 13:24:05,153 - INFO - fastread - 612, 1680  640
2019-02-05 13:24:15,745 - INFO - fastread - 613, 1704  643
2019-02-05 13:24:24,469 - INFO - fastread - 614, 1728  636
2019-02-05 13:24:33,867 - INFO - fastread - 614, 1752  631
2019-02-05 13:24:43,324 - INFO - fastread - 614, 1776  630
2019-02-05 13:24:52,823 - INFO - fastread - 614, 1800  627
2019-02-05 13:25:08,101 - INFO - fastread - 614, 1848  626
2019-02-05 13:25:22,677 - INFO - fastread - 614, 1896  617
2019-02-05 13:25:32,698 - INFO - fastread - 615, 1920  614
2019-02-05 13:25:36,432 - INFO - fastread - IGNORE jruby-1.4.0 | Total: 4897 | Percent Checked: 0.39 | Total Yes Data: 622 | Percent Yes Checked: 0.99
2019-02-05 13:54:43,527 - INFO - rig - jruby-1.4.0
2019-02-05 13:54:50,257 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-02-05 13:54:50,257 - INFO - rig - ++++NEW CLF++++ SGD
2019-02-05 13:54:50,257 - INFO - fastread - Total Yes: 622 | Total No: 4275
2019-02-05 13:54:50,459 - INFO - fastread - 0, 10
2019-02-05 13:54:50,461 - INFO - fastread - 8, 20
2019-02-05 13:54:50,469 - INFO - fastread - 17, 30
2019-02-05 13:54:50,479 - INFO - fastread - 27, 40
2019-02-05 13:54:50,491 - INFO - fastread - 36, 50
2019-02-05 13:54:50,491 - INFO - fastread - 46, 60
2019-02-05 13:54:50,499 - INFO - fastread - 56, 70
2019-02-05 13:54:50,501 - INFO - fastread - 66, 80
2019-02-05 13:54:50,501 - INFO - fastread - 76, 90
2019-02-05 13:54:50,511 - INFO - fastread - 86, 100
2019-02-05 13:54:50,511 - INFO - fastread - 96, 110
2019-02-05 13:54:50,521 - INFO - fastread - 105, 120
2019-02-05 13:54:50,521 - INFO - fastread - 113, 130
2019-02-05 13:54:50,529 - INFO - fastread - 123, 140
2019-02-05 13:54:50,531 - INFO - fastread - 133, 150
2019-02-05 13:54:50,531 - INFO - fastread - 141, 160
2019-02-05 13:54:50,542 - INFO - fastread - 150, 170
2019-02-05 13:54:50,542 - INFO - fastread - 160, 180
2019-02-05 13:54:50,550 - INFO - fastread - 170, 190
2019-02-05 13:54:50,552 - INFO - fastread - 180, 200
2019-02-05 13:54:50,552 - INFO - fastread - 190, 210
2019-02-05 13:54:50,562 - INFO - fastread - 200, 220
2019-02-05 13:54:50,562 - INFO - fastread - 210, 230
2019-02-05 13:54:50,570 - INFO - fastread - 220, 240
2019-02-05 13:54:50,572 - INFO - fastread - 230, 250
2019-02-05 13:54:50,572 - INFO - fastread - 239, 260
2019-02-05 13:54:50,582 - INFO - fastread - 248, 270
2019-02-05 13:54:50,582 - INFO - fastread - 257, 280
2019-02-05 13:54:50,590 - INFO - fastread - 267, 290
2019-02-05 13:54:50,592 - INFO - fastread - 274, 300
2019-02-05 13:54:50,592 - INFO - fastread - 283, 310
