,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,SVM_LINER_estimate
0,0,46.41,13.4,13.4,0.96,10.05,11.0,10.53,12.92,11.48,2870.33
1,1,,31.1,31.58,1.91,19.14,13.4,21.05,29.19,25.84,
2,2,,42.11,44.02,2.87,20.1,17.22,38.28,40.19,37.32,
3,3,,,,4.31,22.49,19.14,47.37,,46.41,
4,4,,,,4.78,25.36,21.05,48.33,,,
5,5,,,,7.18,27.27,21.53,49.76,,,
6,6,,,,8.13,28.23,21.53,49.76,,,
7,7,,,,9.09,30.14,22.01,49.76,,,
8,8,,,,9.57,33.49,22.97,49.76,,,
9,9,,,,9.57,33.97,22.97,49.76,,,
10,10,,,,10.53,33.97,23.44,50.24,,,
11,11,,,,11.0,34.93,23.92,50.72,,,
12,12,,,,11.48,36.84,25.36,51.2,,,
13,13,,,,12.44,37.8,25.36,51.2,,,
14,14,,,,12.92,38.28,25.36,51.2,,,
15,15,,,,15.31,39.71,26.32,52.15,,,
16,16,,,,16.75,58.85,27.27,52.15,,,
17,17,,,,19.14,68.9,28.71,52.63,,,
18,18,,,,21.53,68.9,29.67,53.11,,,
19,19,,,,21.53,68.9,30.14,53.11,,,
20,20,,,,24.4,68.9,30.62,54.07,,,
21,21,,,,25.84,68.9,31.1,55.5,,,
22,22,,,,26.79,68.9,33.01,55.98,,,
23,23,,,,28.23,68.9,33.01,55.98,,,
24,24,,,,29.19,68.9,33.01,55.98,,,
25,25,,,,30.14,68.9,33.49,55.98,,,
26,26,,,,32.06,68.9,35.41,57.42,,,
27,27,,,,32.54,68.9,35.89,57.42,,,
28,28,,,,33.49,68.9,37.32,57.89,,,
29,29,,,,34.93,69.38,37.32,58.37,,,
30,30,,,,35.89,69.86,37.8,58.85,,,
31,31,,,,37.32,70.81,37.8,58.85,,,
32,32,,,,37.32,70.81,37.8,58.85,,,
33,33,,,,37.8,70.81,38.76,59.81,,,
34,34,,,,37.8,73.21,40.19,60.77,,,
35,35,,,,39.23,73.21,42.58,62.2,,,
36,36,,,,40.19,75.12,43.06,62.2,,,
37,37,,,,40.67,75.6,44.5,63.64,,,
38,38,,,,41.63,79.43,45.93,64.11,,,
39,39,,,,43.06,81.82,46.41,65.55,,,
40,40,,,,44.02,83.25,47.37,66.03,,,
41,41,,,,44.02,84.21,47.37,66.51,,,
42,42,,,,44.98,84.69,49.28,66.51,,,
43,43,,,,45.93,84.69,49.28,66.51,,,
44,44,,,,,85.17,49.28,66.51,,,
45,45,,,,,85.65,49.76,66.99,,,
46,46,,,,,86.12,51.67,67.94,,,
47,47,,,,,87.56,52.15,68.42,,,
48,48,,,,,88.52,53.59,70.33,,,
49,49,,,,,88.52,55.5,70.81,,,
50,50,,,,,88.52,55.5,71.29,,,
51,51,,,,,88.52,56.94,71.29,,,
52,52,,,,,89.47,56.94,71.29,,,
53,53,,,,,90.43,58.37,72.25,,,
54,54,,,,,90.91,58.37,72.73,,,
55,55,,,,,90.91,58.85,73.68,,,
56,56,,,,,91.39,59.33,74.16,,,
57,57,,,,,91.39,60.77,74.64,,,
58,58,,,,,91.39,61.24,75.12,,,
59,59,,,,,91.39,62.2,76.08,,,
60,60,,,,,91.39,63.64,76.56,,,
61,61,,,,,91.39,64.59,77.51,,,
62,62,,,,,91.39,65.55,77.51,,,
63,63,,,,,91.39,66.51,77.99,,,
64,64,,,,,91.39,67.46,78.47,,,
65,65,,,,,91.39,67.46,78.47,,,
66,66,,,,,91.39,68.42,78.95,,,
67,67,,,,,91.87,69.86,80.38,,,
68,68,,,,,96.65,70.81,80.86,,,
69,69,,,,,96.65,72.73,82.3,,,
70,70,,,,,96.65,73.68,83.25,,,
71,71,,,,,96.65,73.68,83.73,,,
72,72,,,,,98.56,74.64,84.69,,,
73,73,,,,,98.56,75.12,85.65,,,
74,74,,,,,98.56,76.56,86.12,,,
75,75,,,,,98.56,77.03,86.12,,,
76,76,,,,,98.56,77.99,86.6,,,
77,77,,,,,99.04,78.95,87.56,,,
78,78,,,,,99.04,80.38,89.0,,,
79,79,,,,,99.04,81.82,90.43,,,
80,80,,,,,99.04,82.3,90.91,,,
81,81,,,,,99.04,82.78,90.91,,,
82,82,,,,,99.04,84.69,91.39,,,
83,83,,,,,99.52,85.17,91.39,,,
84,84,,,,,99.52,85.17,91.39,,,
85,85,,,,,99.52,85.17,91.39,,,
86,86,,,,,99.52,85.65,91.39,,,
87,87,,,,,99.52,87.08,91.39,,,
88,88,,,,,99.52,87.56,91.87,,,
89,89,,,,,99.52,88.52,92.34,,,
90,90,,,,,99.52,90.43,93.3,,,
91,91,,,,,99.52,91.87,94.74,,,
92,92,,,,,99.52,92.82,94.74,,,
93,93,,,,,100.0,93.3,96.17,,,
94,94,,,,,100.0,93.78,96.17,,,
95,95,,,,,100.0,95.69,98.09,,,
96,96,,,,,100.0,96.17,98.09,,,
97,97,,,,,100.0,97.13,98.56,,,
98,98,,,,,100.0,98.56,99.52,,,
99,99,,,,,100.0,100.0,100.0,,,
100,100,,,,,,,,,,
