2019-02-07 19:33:32,045 - INFO - rig - jfreechart-1.0.19
2019-02-07 19:33:41,893 - INFO - rig - ++++NEW CLF++++ QUICKREAD
2019-02-07 19:33:41,894 - INFO - quickread - Total Yes: 209 | Total No: 4199
2019-02-07 19:33:42,845 - INFO - quickread - 0, 0  475
2019-02-07 19:33:48,378 - INFO - quickread - 20, 22  475
2019-02-07 19:33:55,666 - INFO - quickread - 36, 44  159
2019-02-07 19:34:02,707 - INFO - quickread - 56, 66  203
2019-02-07 19:34:09,463 - INFO - quickread - 71, 88  137
2019-02-07 19:34:15,953 - INFO - quickread - 83, 110  121
2019-02-07 19:34:22,142 - INFO - quickread - 94, 132  135
2019-02-07 19:34:28,177 - INFO - quickread - 97, 154  166
2019-02-07 19:34:34,404 - INFO - quickread - 100, 176  147
2019-02-07 19:34:39,715 - INFO - quickread - 104, 198  138
2019-02-07 19:34:46,260 - INFO - quickread - 109, 220  142
2019-02-07 19:34:52,217 - INFO - quickread - 113, 242  151
2019-02-07 19:34:57,375 - INFO - quickread - 114, 264  152
2019-02-07 19:35:02,939 - INFO - quickread - 117, 286  143
2019-02-07 19:35:08,268 - INFO - quickread - 117, 308  145
2019-02-07 19:35:13,705 - INFO - quickread - 119, 330  136
2019-02-07 19:35:19,454 - INFO - quickread - 119, 352  137
2019-02-07 19:35:24,620 - INFO - quickread - 119, 374  133
2019-02-07 19:35:30,879 - INFO - quickread - 122, 396  130
2019-02-07 19:35:35,889 - INFO - quickread - 124, 418  134
2019-02-07 19:35:41,907 - INFO - quickread - 126, 440  137
2019-02-07 19:35:48,089 - INFO - quickread - 137, 462  139
2019-02-07 19:35:53,114 - INFO - quickread - 138, 484  160
2019-02-07 19:35:59,581 - INFO - quickread - 142, 506  153
2019-02-07 19:36:05,416 - INFO - quickread - 142, 528  156
2019-02-07 19:36:10,619 - INFO - quickread - 145, 550  152
2019-02-07 19:36:16,489 - INFO - quickread - 145, 572  154
2019-02-07 19:36:21,547 - INFO - quickread - 145, 594  152
2019-02-07 19:36:26,742 - INFO - quickread - 145, 616  150
