2019-01-27 23:42:07,156 - INFO - rig - jEdit-4.2
2019-01-27 23:42:14,827 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-27 23:42:14,827 - INFO - fastread - Total Yes: 256 | Total No: 10066
2019-01-27 23:42:15,218 - INFO - fastread - 0, 0
2019-01-27 23:42:19,672 - INFO - fastread - 34, 36
2019-01-27 23:42:22,345 - INFO - fastread - 38, 56
2019-01-27 23:42:25,038 - INFO - fastread - 43, 76
2019-01-27 23:42:27,780 - INFO - fastread - 53, 96
2019-01-27 23:42:30,678 - INFO - fastread - 61, 116
2019-01-27 23:42:33,177 - INFO - fastread - 76, 136
2019-01-27 23:42:35,994 - INFO - fastread - 88, 156
2019-01-27 23:42:38,595 - INFO - fastread - 97, 176
2019-01-27 23:42:41,027 - INFO - fastread - 101, 196
2019-01-27 23:42:43,548 - INFO - fastread - 111, 216
2019-01-27 23:42:46,193 - INFO - fastread - 121, 236
2019-01-27 23:42:48,753 - INFO - fastread - 126, 256
2019-01-27 23:42:51,416 - INFO - fastread - 133, 276
2019-01-27 23:42:53,986 - INFO - fastread - 138, 296
2019-01-27 23:42:56,582 - INFO - fastread - 140, 316
2019-01-27 23:42:59,215 - INFO - fastread - 146, 336
2019-01-27 23:43:01,900 - INFO - fastread - 147, 356
2019-01-27 23:43:04,674 - INFO - fastread - 157, 376
2019-01-27 23:43:07,639 - INFO - fastread - 159, 396
2019-01-27 23:43:10,556 - INFO - fastread - 169, 416
2019-01-27 23:43:14,059 - INFO - fastread - 171, 436
2019-01-27 23:43:17,208 - INFO - fastread - 176, 456
2019-01-27 23:43:20,480 - INFO - fastread - 182, 476
2019-01-27 23:43:23,713 - INFO - fastread - 189, 496
2019-01-27 23:43:27,059 - INFO - fastread - 191, 516
2019-01-27 23:43:30,279 - INFO - fastread - 194, 536
2019-01-27 23:43:33,465 - INFO - fastread - 195, 556
2019-01-27 23:43:36,585 - INFO - fastread - 195, 576
2019-01-27 23:43:39,742 - INFO - fastread - 195, 596
2019-01-27 23:43:42,900 - INFO - fastread - 198, 616
2019-01-27 23:43:46,167 - INFO - fastread - 199, 636
2019-01-27 23:43:49,283 - INFO - fastread - 202, 656
2019-01-27 23:43:52,532 - INFO - fastread - 203, 676
2019-01-27 23:43:55,962 - INFO - fastread - 204, 696
2019-01-27 23:43:59,361 - INFO - fastread - 205, 716
2019-01-27 23:44:02,760 - INFO - fastread - 205, 736
2019-01-27 23:44:06,220 - INFO - fastread - 206, 756
2019-01-27 23:44:09,853 - INFO - fastread - 206, 776
2019-01-27 23:44:13,253 - INFO - fastread - 207, 796
