2019-01-25 13:40:46,136 - INFO - rig - hibernate-distribution-3.3.2.GA
2019-01-25 13:40:54,056 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-25 13:40:54,057 - INFO - fastread - Total Yes: 472 | Total No: 2496
2019-01-25 13:40:54,388 - INFO - fastread - 0, 0
2019-01-25 13:40:55,591 - INFO - fastread - 1, 10
2019-01-25 13:40:56,601 - INFO - fastread - 4, 20
2019-01-25 13:40:57,662 - INFO - fastread - 5, 30
2019-01-25 13:40:58,998 - INFO - fastread - 13, 40
2019-01-25 13:41:00,253 - INFO - fastread - 23, 50
2019-01-25 13:41:01,690 - INFO - fastread - 24, 60
2019-01-25 13:41:02,968 - INFO - fastread - 34, 70
2019-01-25 13:41:04,095 - INFO - fastread - 44, 80
2019-01-25 13:41:05,251 - INFO - fastread - 52, 90
2019-01-25 13:41:06,417 - INFO - fastread - 62, 100
2019-01-25 13:41:07,709 - INFO - fastread - 71, 110
2019-01-25 13:41:09,010 - INFO - fastread - 81, 120
2019-01-25 13:41:10,315 - INFO - fastread - 91, 130
2019-01-25 13:41:11,541 - INFO - fastread - 101, 140
2019-01-25 13:41:12,802 - INFO - fastread - 111, 150
2019-01-25 13:41:14,043 - INFO - fastread - 119, 160
2019-01-25 13:41:15,306 - INFO - fastread - 129, 170
2019-01-25 13:41:16,686 - INFO - fastread - 136, 180
2019-01-25 13:41:17,855 - INFO - fastread - 146, 190
2019-01-25 13:41:19,159 - INFO - fastread - 155, 200
2019-01-25 13:41:20,548 - INFO - fastread - 165, 210
2019-01-25 13:41:21,907 - INFO - fastread - 173, 220
2019-01-25 13:41:23,338 - INFO - fastread - 183, 230
2019-01-25 13:41:24,768 - INFO - fastread - 193, 240
2019-01-25 13:41:26,235 - INFO - fastread - 202, 250
2019-01-25 13:41:27,722 - INFO - fastread - 208, 260
2019-01-25 13:41:29,219 - INFO - fastread - 215, 270
2019-01-25 13:41:30,798 - INFO - fastread - 223, 280
2019-01-25 13:41:32,431 - INFO - fastread - 230, 290
2019-01-25 13:41:34,011 - INFO - fastread - 238, 300
2019-01-25 13:41:35,601 - INFO - fastread - 248, 310
2019-01-25 13:41:37,170 - INFO - fastread - 251, 320
2019-01-25 13:41:38,803 - INFO - fastread - 255, 330
2019-01-25 13:41:40,338 - INFO - fastread - 263, 340
2019-01-25 13:41:41,990 - INFO - fastread - 270, 350
2019-01-25 13:41:43,569 - INFO - fastread - 273, 360
2019-01-25 13:41:45,328 - INFO - fastread - 282, 370
2019-01-25 13:41:46,948 - INFO - fastread - 291, 380
2019-01-25 13:41:48,625 - INFO - fastread - 300, 390
2019-01-25 13:41:50,486 - INFO - fastread - 309, 400
2019-01-25 13:41:52,376 - INFO - fastread - 316, 410
2019-01-25 13:41:54,045 - INFO - fastread - 325, 420
2019-01-25 13:41:55,930 - INFO - fastread - 334, 430
2019-01-25 13:41:57,768 - INFO - fastread - 340, 440
2019-01-25 13:41:59,676 - INFO - fastread - 348, 450
2019-01-25 13:42:01,559 - INFO - fastread - 353, 460
2019-01-25 13:42:03,497 - INFO - fastread - 356, 470
2019-01-25 13:42:05,368 - INFO - fastread - 362, 480
2019-01-25 13:42:07,207 - INFO - fastread - 368, 490
2019-01-25 13:42:09,064 - INFO - fastread - 375, 500
2019-01-25 13:42:10,983 - INFO - fastread - 377, 510
2019-01-25 13:42:12,924 - INFO - fastread - 380, 520
2019-01-25 13:42:14,935 - INFO - fastread - 382, 530
2019-01-25 13:42:16,875 - INFO - fastread - 386, 540
2019-01-25 13:42:18,744 - INFO - fastread - 391, 550
2019-01-25 13:42:20,853 - INFO - fastread - 391, 560
2019-01-25 13:42:22,722 - INFO - fastread - 392, 570
2019-01-25 13:42:24,863 - INFO - fastread - 393, 580
2019-01-25 13:42:26,879 - INFO - fastread - 395, 590
2019-01-25 13:42:28,948 - INFO - fastread - 395, 600
2019-01-25 13:42:31,109 - INFO - fastread - 397, 610
2019-01-25 13:42:33,197 - INFO - fastread - 401, 620
2019-01-25 13:42:35,536 - INFO - fastread - 401, 630
2019-01-25 13:42:38,564 - INFO - fastread - 406, 640
2019-01-25 13:42:40,947 - INFO - fastread - 407, 650
2019-01-25 13:42:43,429 - INFO - fastread - 408, 660
2019-01-25 13:42:45,901 - INFO - fastread - 410, 670
2019-01-25 13:42:48,393 - INFO - fastread - 412, 680
2019-01-25 13:42:50,726 - INFO - fastread - 413, 690
2019-01-25 13:42:53,296 - INFO - fastread - 414, 700
2019-01-25 13:42:55,890 - INFO - fastread - 415, 710
2019-01-25 13:42:58,584 - INFO - fastread - 417, 720
2019-01-25 13:43:01,281 - INFO - fastread - 418, 730
2019-01-25 13:43:03,815 - INFO - fastread - 418, 740
2019-01-25 13:43:06,509 - INFO - fastread - 419, 750
2019-01-25 13:43:08,915 - INFO - fastread - 422, 760
2019-01-25 13:43:11,431 - INFO - fastread - 423, 770
2019-01-25 13:43:13,947 - INFO - fastread - 424, 780
2019-01-25 13:43:16,423 - INFO - fastread - 425, 790
2019-01-25 13:43:18,830 - INFO - fastread - 426, 800
2019-01-25 13:43:21,295 - INFO - fastread - 426, 810
2019-01-25 13:43:23,921 - INFO - fastread - 426, 820
2019-01-25 13:43:26,274 - INFO - fastread - 428, 830
2019-01-25 13:43:28,757 - INFO - fastread - 428, 840
2019-01-25 13:43:31,543 - INFO - fastread - 428, 850
2019-01-25 13:43:34,152 - INFO - fastread - 429, 860
2019-01-25 13:43:36,807 - INFO - fastread - 431, 870
2019-01-25 13:43:39,333 - INFO - fastread - 432, 880
2019-01-25 13:43:42,121 - INFO - fastread - 434, 890
2019-01-25 13:43:44,888 - INFO - fastread - 435, 900
