,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,2.12,1.91,0.21,2.12,1.69,1.69,1.06,0.42,105.93
1,1,,8.05,8.05,1.48,6.57,6.36,6.99,5.93,6.57,
2,2,,14.41,13.98,2.75,11.86,9.96,12.29,12.29,12.5,
3,3,,20.34,20.13,3.6,16.31,12.29,17.8,18.22,18.64,
4,4,,26.06,26.27,4.45,19.07,14.62,22.67,24.58,24.58,
5,5,,32.42,32.42,6.36,22.46,16.1,28.18,30.72,30.93,
6,6,,37.92,38.56,7.84,26.27,16.53,33.26,36.86,37.29,
7,7,,44.28,44.92,8.69,30.08,17.16,39.19,43.22,43.64,
8,8,,50.64,50.85,9.53,31.99,18.43,45.34,49.58,50.0,
9,9,,56.99,56.99,9.96,33.69,19.7,50.21,55.08,56.14,
10,10,,63.14,63.14,11.86,35.59,21.61,55.51,61.44,62.08,
11,11,,69.49,69.28,12.71,38.56,21.82,61.23,67.58,66.74,
12,12,73.73,74.15,74.15,13.77,40.47,22.25,66.74,72.88,72.25,183.69
13,13,74.36,76.27,77.12,14.83,42.8,23.09,72.46,76.06,75.64,258.05
14,14,76.06,77.75,78.6,15.47,44.49,23.94,74.15,78.39,78.6,172.03
15,15,77.75,79.24,79.87,16.53,45.34,23.94,74.36,79.87,81.14,145.76
16,16,80.08,79.66,80.51,18.01,46.4,24.58,74.36,80.51,82.63,141.1
17,17,81.14,80.3,80.72,18.64,47.25,25.85,74.58,81.78,85.17,140.89
18,18,82.42,81.14,81.36,19.49,48.94,26.91,74.79,83.9,86.02,139.62
19,19,83.69,81.78,81.78,20.97,50.21,28.6,75.21,84.96,86.86,135.81
20,20,84.32,83.26,82.63,22.03,51.27,29.45,75.42,85.59,88.14,131.57
21,21,85.38,83.9,84.11,23.09,51.27,30.3,75.42,86.86,89.19,130.08
22,22,86.65,84.32,84.96,23.73,52.12,31.36,75.85,88.56,89.62,129.87
23,23,87.5,84.96,85.59,24.58,53.18,32.42,76.48,89.19,89.62,128.81
24,24,88.14,86.44,85.81,26.69,54.24,33.26,76.69,89.83,90.68,125.0
25,25,88.35,87.29,86.44,27.97,55.3,34.53,77.54,90.25,91.31,122.88
26,26,89.62,88.14,86.44,29.03,56.99,35.17,78.18,91.1,91.53,120.76
27,27,90.89,88.14,86.65,30.3,57.63,35.81,78.6,91.1,92.16,121.19
28,28,91.53,88.77,86.65,30.93,58.26,37.08,78.6,91.1,92.8,119.07
29,29,92.37,88.77,86.86,31.78,59.75,37.5,78.81,91.53,92.8,126.06
30,30,92.8,88.77,87.08,33.69,61.44,38.35,79.66,91.53,93.22,122.46
31,31,93.01,88.77,87.5,34.53,62.08,38.56,79.87,92.58,93.43,119.92
32,32,93.01,88.98,87.71,35.17,62.92,39.62,80.08,92.58,93.64,116.95
33,33,93.64,89.19,88.14,35.38,63.56,40.04,80.3,93.01,93.86,114.19
34,34,94.07,89.62,88.77,36.44,65.04,40.68,80.3,93.64,93.86,112.5
35,35,94.07,89.83,88.77,37.08,65.68,41.74,80.3,93.86,94.28,111.23
36,36,94.07,90.47,89.19,38.56,66.74,43.01,80.93,94.07,94.28,110.38
37,37,94.49,90.68,89.19,40.04,67.8,43.86,80.93,94.28,94.28,108.47
38,38,94.92,90.68,89.41,41.74,68.64,44.28,81.36,94.49,94.7,107.63
39,39,95.55,90.68,89.62,43.01,69.7,45.55,81.78,94.92,94.92,106.36
40,40,95.76,90.68,90.25,43.86,72.67,46.82,82.2,95.13,94.92,106.14
41,41,95.76,90.68,90.25,44.92,73.94,48.31,82.42,95.13,94.92,105.51
42,42,96.19,90.89,90.47,46.19,73.94,48.94,82.42,95.13,94.92,105.51
43,43,96.61,91.1,90.68,46.61,74.58,50.42,82.84,95.13,94.92,104.03
44,44,96.82,91.1,90.89,47.25,75.21,51.91,83.26,95.13,95.13,104.45
45,45,96.82,91.1,90.89,48.31,76.48,52.12,83.9,95.13,95.34,103.81
46,46,96.82,91.1,90.89,48.94,76.69,53.18,84.11,95.13,95.34,102.97
47,47,97.25,91.53,91.53,50.21,76.69,53.39,84.32,95.13,95.34,101.91
48,48,97.25,91.53,92.37,51.48,77.12,55.08,84.32,95.13,95.34,102.33
49,49,97.25,91.74,93.22,52.12,77.97,56.14,84.32,95.34,95.55,101.69
50,50,97.25,91.95,93.22,52.75,79.87,57.2,84.75,95.55,95.76,101.27
51,51,97.46,91.95,93.43,53.6,80.3,58.47,85.17,95.76,95.76,101.27
52,52,97.46,91.95,93.43,54.45,80.93,59.75,86.23,95.76,95.76,100.85
53,53,97.67,92.16,93.43,56.36,81.57,60.59,87.08,95.76,95.76,100.21
54,54,97.67,92.37,93.43,56.78,82.42,61.02,87.5,96.19,95.97,100.0
55,55,97.67,92.8,93.64,57.63,83.26,61.44,87.71,96.19,95.97,100.0
56,56,97.67,92.8,93.64,58.9,83.69,61.65,87.92,96.4,95.97,99.79
57,57,97.67,93.43,93.64,59.96,85.17,62.29,88.14,96.61,96.19,99.58
58,58,97.67,93.43,93.86,60.81,86.02,63.14,88.35,96.82,96.19,99.36
59,59,,93.64,93.86,61.65,86.23,63.98,88.77,97.03,96.4,
60,60,,93.86,93.86,62.92,86.65,64.19,88.98,97.46,96.4,
61,61,,94.07,94.07,64.62,87.29,65.25,89.62,97.46,96.61,
62,62,,94.28,94.49,65.04,87.5,66.95,89.83,97.46,96.82,
63,63,,94.7,95.13,65.89,88.14,68.22,90.25,97.46,96.82,
64,64,,95.13,95.13,66.95,88.77,68.86,90.47,97.46,97.03,
65,65,,95.34,95.55,68.22,88.77,70.34,90.89,97.46,97.46,
66,66,,95.76,95.76,69.49,89.62,71.19,90.89,97.67,97.46,
67,67,,95.97,95.97,70.76,90.68,71.4,91.1,97.67,97.46,
68,68,,96.4,96.19,71.4,90.89,72.67,91.74,97.67,97.46,
69,69,,96.4,96.19,72.03,91.1,74.15,92.16,97.67,97.46,
70,70,,96.61,96.4,72.46,91.31,75.64,92.37,97.67,97.46,
71,71,,96.61,96.61,73.09,91.95,76.06,92.37,97.67,97.46,
72,72,,96.61,96.61,74.36,92.58,77.33,93.01,97.67,97.46,
73,73,,96.61,96.61,75.42,92.8,77.97,93.43,98.31,97.46,
74,74,,97.25,97.46,76.06,92.8,78.81,93.86,98.73,97.88,
75,75,,97.46,97.46,76.48,93.64,80.51,94.07,98.94,97.88,
76,76,,97.88,97.88,77.33,94.28,81.14,94.28,98.94,97.88,
77,77,,97.88,97.88,78.39,94.49,82.2,94.49,98.94,98.09,
78,78,,97.88,97.88,79.03,95.13,82.63,94.92,98.94,98.31,
79,79,,98.09,98.09,79.66,95.34,83.69,95.13,98.94,98.31,
80,80,,98.31,98.31,80.72,95.76,84.32,95.13,98.94,98.52,
81,81,,98.31,98.31,81.78,95.76,84.96,95.34,98.94,98.52,
82,82,,98.52,98.94,82.63,95.76,86.44,95.55,98.94,98.52,
83,83,,98.94,98.94,83.47,96.4,86.86,95.97,98.94,98.73,
84,84,,98.94,98.94,84.32,96.4,87.5,95.97,98.94,99.36,
85,85,,98.94,98.94,85.59,97.03,88.77,95.97,99.15,99.36,
86,86,,99.15,98.94,86.86,97.03,88.77,97.03,99.15,99.36,
87,87,,99.15,98.94,88.14,97.25,89.83,97.25,99.36,99.36,
88,88,,99.15,98.94,89.41,97.25,90.68,97.25,99.36,99.36,
89,89,,99.15,98.94,91.1,97.25,91.1,97.25,99.36,99.36,
90,90,,99.36,98.94,92.16,97.46,91.1,97.67,99.36,99.58,
91,91,,99.36,98.94,92.8,97.88,92.58,97.88,99.36,99.79,
92,92,,99.36,99.15,93.64,97.88,93.43,98.31,99.36,100.0,
93,93,,99.36,99.36,94.49,97.88,95.13,98.31,100.0,100.0,
94,94,,99.36,99.36,96.4,97.88,95.55,98.52,100.0,100.0,
95,95,,99.58,99.36,97.25,98.31,96.82,99.36,100.0,100.0,
96,96,,99.58,99.58,97.67,98.73,97.67,99.58,100.0,100.0,
97,97,,100.0,99.79,98.31,98.73,97.88,99.58,100.0,100.0,
98,98,,100.0,99.79,98.52,98.73,98.94,99.58,100.0,100.0,
99,99,,100.0,100.0,99.79,100.0,100.0,99.79,100.0,100.0,
100,100,,100.0,100.0,100.0,100.0,100.0,99.79,100.0,100.0,
