,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,9.79,10.49,1.4,1.05,0.7,5.24,4.2,4.2,174.83
1,1,,32.87,33.92,2.1,2.8,1.4,20.28,27.62,27.27,
2,2,52.8,54.2,53.85,3.5,3.5,2.8,34.27,44.76,49.65,174.83
3,3,54.9,60.49,59.79,4.9,4.2,3.5,51.05,47.2,58.04,226.57
4,4,56.64,63.99,63.64,5.94,6.64,6.99,55.59,47.55,65.73,305.59
5,5,60.49,65.73,66.08,8.39,9.09,9.79,56.99,48.6,68.88,273.43
6,6,62.59,66.43,67.83,9.44,10.49,12.24,56.99,48.6,71.33,242.66
7,7,70.28,69.23,69.23,10.49,13.29,13.29,57.69,48.6,72.73,232.52
8,8,72.03,70.28,70.28,11.54,13.99,15.03,58.04,48.6,79.37,220.63
9,9,73.78,70.98,70.63,11.89,15.03,15.73,59.79,48.95,81.12,208.39
10,10,75.52,71.68,70.63,12.94,17.48,16.43,60.49,49.65,84.97,192.31
11,11,76.57,72.73,71.33,13.64,19.23,17.48,60.84,49.65,87.76,178.32
12,12,76.92,74.48,71.68,13.99,19.93,19.93,61.19,49.65,88.81,161.54
13,13,77.97,74.83,73.08,15.03,20.98,20.63,61.54,49.65,88.81,150.7
14,14,79.37,76.22,74.48,15.73,22.38,21.33,61.89,50.0,89.16,140.56
15,15,79.72,76.22,75.17,16.43,26.22,21.68,62.24,50.0,89.86,123.08
16,16,81.82,77.27,75.17,16.43,27.27,22.73,62.94,50.0,90.56,124.83
17,17,82.52,77.97,75.52,17.48,31.12,23.43,62.94,51.75,92.31,117.13
18,18,83.22,77.97,76.22,20.28,32.17,24.83,62.94,52.1,93.36,120.98
19,19,83.57,77.97,76.22,20.98,34.62,26.57,63.64,52.45,93.36,118.18
20,20,86.36,77.97,76.22,21.68,35.31,28.32,64.34,52.8,93.36,113.64
21,21,88.46,78.32,76.57,22.03,38.11,30.42,64.69,52.8,93.36,117.48
22,22,88.46,78.67,76.92,23.08,38.81,31.82,65.03,52.8,93.71,116.08
23,23,88.81,79.02,76.92,23.43,39.51,31.82,65.38,53.5,94.06,112.59
24,24,89.51,79.02,77.27,23.78,39.51,32.87,66.08,56.64,94.76,111.19
25,25,89.86,79.02,77.27,24.48,39.86,33.92,66.08,60.14,94.76,110.49
26,26,90.56,79.72,77.62,25.52,39.86,35.66,66.78,65.73,95.1,109.44
27,27,93.01,80.07,77.97,27.27,39.86,35.66,66.78,67.48,95.45,110.14
28,28,93.36,80.42,78.32,27.97,41.61,35.66,67.13,71.68,95.45,110.84
29,29,94.41,81.12,78.32,29.02,42.31,36.36,67.13,73.08,95.45,108.39
30,30,94.41,81.12,79.02,29.72,44.06,37.06,67.13,74.13,96.15,108.04
31,31,94.76,81.12,79.37,30.07,46.5,37.76,67.48,81.82,96.5,107.34
32,32,95.1,81.47,79.72,31.47,48.95,37.76,68.18,84.62,96.5,109.79
33,33,95.1,81.47,79.72,32.52,49.3,38.81,68.18,86.36,96.5,106.64
34,34,95.1,81.47,79.72,33.57,50.0,38.81,68.53,86.36,96.85,108.04
35,35,95.1,81.82,80.42,34.97,51.4,39.16,69.58,86.71,96.85,106.64
36,36,95.1,81.82,80.77,36.36,52.8,40.21,69.58,87.06,97.55,106.99
37,37,95.1,81.82,80.77,38.11,53.5,41.26,69.58,88.46,97.55,106.29
38,38,,81.82,81.47,38.81,54.2,41.61,69.93,88.81,97.55,
39,39,,82.17,82.17,41.26,54.9,42.31,70.98,90.21,97.55,
40,40,,82.87,82.17,43.01,58.04,43.01,71.33,90.91,97.55,
41,41,,82.87,82.52,43.36,59.44,44.41,72.03,90.91,97.55,
42,42,,83.57,82.52,45.1,59.79,45.45,72.38,90.91,97.55,
43,43,,83.57,82.87,46.15,59.79,45.8,72.38,91.61,97.55,
44,44,,83.57,83.22,47.2,60.14,46.5,73.08,91.61,97.55,
45,45,,84.27,83.92,47.9,61.54,47.55,73.78,92.31,97.55,
