,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,8.65,6.73,0.0,8.65,7.69,5.77,4.81,9.62,480.77
1,1,31.73,40.38,37.5,0.96,25.96,11.54,24.04,37.5,41.35,480.77
2,2,37.5,51.92,47.12,0.96,32.69,13.46,41.35,45.19,50.0,134.62
3,3,42.31,61.54,59.62,2.88,36.54,14.42,46.15,58.65,52.88,144.23
4,4,43.27,62.5,64.42,3.85,42.31,16.35,47.12,65.38,56.73,152.88
5,5,43.27,63.46,64.42,3.85,48.08,18.27,47.12,72.12,60.58,136.54
6,6,44.23,65.38,64.42,4.81,49.04,19.23,49.04,73.08,63.46,127.88
7,7,44.23,66.35,65.38,5.77,52.88,21.15,49.04,73.08,65.38,133.65
8,8,44.23,67.31,65.38,6.73,52.88,23.08,50.0,73.08,66.35,125.96
9,9,48.08,68.27,65.38,7.69,52.88,23.08,50.0,73.08,66.35,129.81
10,10,49.04,69.23,65.38,9.62,52.88,23.08,50.0,74.04,67.31,129.81
11,11,51.92,70.19,66.35,9.62,52.88,23.08,50.0,76.92,69.23,130.77
12,12,57.69,72.12,69.23,10.58,52.88,23.08,50.96,80.77,69.23,121.15
13,13,63.46,72.12,69.23,11.54,52.88,23.08,50.96,83.65,69.23,134.62
14,14,63.46,73.08,70.19,11.54,52.88,23.08,50.96,83.65,72.12,125.0
15,15,64.42,73.08,71.15,13.46,52.88,24.04,51.92,88.46,75.0,129.81
16,16,66.35,73.08,72.12,13.46,53.85,24.04,51.92,88.46,75.96,123.08
17,17,73.08,73.08,72.12,14.42,57.69,24.04,52.88,88.46,76.92,125.0
18,18,75.96,73.08,72.12,14.42,60.58,24.04,52.88,88.46,81.73,139.42
19,19,75.96,73.08,72.12,14.42,63.46,26.92,53.85,89.42,81.73,124.04
20,20,75.96,73.08,72.12,15.38,63.46,27.88,54.81,90.38,81.73,125.96
