,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,2.48,2.19,0.5,1.63,1.34,2.34,1.77,1.13,35.39
1,1,,8.14,8.49,0.99,5.73,7.15,8.14,6.44,6.65,
2,2,,13.45,13.73,1.84,10.19,12.31,13.16,10.83,11.46,
3,3,,19.6,19.6,2.76,14.3,15.0,18.26,16.49,17.41,
4,4,,24.84,24.84,3.54,16.84,17.2,23.43,21.87,22.93,
5,5,,30.5,30.29,4.74,19.96,18.19,28.87,27.32,28.31,
6,6,,36.59,36.23,6.02,22.79,18.97,34.68,32.98,34.39,
7,7,,41.83,41.83,6.79,25.62,19.89,39.77,38.71,40.13,
8,8,,48.05,48.12,7.93,27.67,20.67,45.58,44.94,46.36,
9,9,,53.57,53.79,9.13,27.67,21.59,51.38,50.53,51.73,
10,10,,59.73,60.08,10.05,29.79,21.87,57.04,56.83,57.61,
11,11,,65.04,65.46,10.9,31.92,22.65,62.42,62.63,63.41,
12,12,,71.41,71.13,11.89,35.31,23.78,68.01,69.36,69.85,
13,13,,76.79,76.72,13.02,37.44,24.2,73.11,75.23,75.3,
14,14,,82.8,83.16,13.87,39.42,25.55,78.7,81.88,81.17,
15,15,88.11,88.32,88.04,14.86,41.05,26.19,83.86,86.84,86.41,35.39
16,16,88.61,90.16,89.81,15.5,43.38,27.11,89.67,90.23,89.24,145.15
17,17,89.17,93.49,90.66,16.56,48.2,27.95,90.02,90.87,91.01,135.31
18,18,90.02,95.12,91.65,17.2,50.25,28.38,90.16,91.58,91.51,117.55
19,19,90.66,95.68,92.85,18.4,52.3,29.37,90.16,91.93,92.64,109.48
20,20,91.44,96.04,93.77,19.39,53.01,30.22,90.23,92.22,92.92,105.45
21,21,91.58,96.46,94.55,20.52,54.56,31.07,90.23,92.5,93.28,102.48
22,22,91.79,97.03,95.61,21.59,56.4,32.06,90.38,92.64,94.41,100.92
23,23,92.5,97.17,96.67,23.0,58.39,33.19,90.38,92.78,98.16,99.86
24,24,93.21,97.38,97.38,24.2,59.94,34.04,90.52,92.85,98.51,100.0
25,25,93.28,97.38,97.66,25.34,61.08,35.1,90.59,92.85,98.51,99.93
26,26,93.35,97.45,97.66,26.26,62.49,35.88,90.73,92.85,98.58,99.08
27,27,93.56,97.45,97.66,26.68,63.84,36.52,90.87,92.85,98.66,98.73
28,28,93.7,97.45,97.74,27.74,64.54,37.37,91.08,92.85,98.73,103.33
29,29,94.06,97.59,97.74,29.02,64.54,38.22,91.08,92.85,98.8,118.05
30,30,94.34,97.66,97.74,30.5,65.25,39.42,91.3,92.99,98.94,119.18
31,31,94.41,97.66,97.74,31.49,66.67,40.34,91.37,93.06,98.94,117.62
32,32,94.55,97.66,97.81,32.55,67.73,40.69,91.44,93.06,99.01,114.72
33,33,94.55,97.95,97.95,33.47,69.0,41.9,91.58,93.06,99.01,117.62
34,34,94.76,97.95,98.09,34.47,70.13,42.89,91.86,93.06,99.01,116.14
35,35,94.76,98.02,98.16,34.89,70.56,43.17,92.14,93.06,99.01,115.0
36,36,94.76,98.02,98.16,35.81,71.41,44.09,92.14,93.06,99.01,113.02
37,37,94.76,98.02,98.16,36.8,71.9,44.94,92.22,93.42,99.15,111.18
38,38,94.83,98.09,98.16,37.86,73.18,45.51,92.29,95.75,99.29,110.33
39,39,94.9,98.09,98.23,38.92,74.45,46.43,92.36,98.3,99.36,107.36
40,40,94.9,98.16,98.3,39.56,75.23,47.2,92.36,98.3,99.36,105.38
41,41,95.68,98.16,98.37,40.84,76.01,47.84,92.5,98.3,99.36,104.46
42,42,99.72,98.16,98.37,41.83,77.28,48.9,92.64,98.37,99.36,108.92
43,43,99.72,98.16,98.37,43.1,78.13,50.04,92.78,98.44,99.5,108.49
44,44,99.72,98.23,98.44,43.74,78.27,50.96,92.85,98.51,99.5,107.93
45,45,99.72,98.23,98.51,44.66,78.77,51.95,92.99,98.58,99.65,107.5
46,46,99.72,98.23,98.58,45.29,79.33,52.65,93.06,98.58,99.65,106.65
47,47,99.72,98.3,98.58,46.36,79.69,53.72,93.06,98.66,99.93,106.3
48,48,99.72,98.3,98.58,47.77,79.69,54.92,93.28,98.73,99.93,105.66
49,49,,98.3,98.58,48.97,79.97,55.48,93.49,98.8,99.93,
50,50,,98.37,98.66,50.11,80.61,56.4,93.7,98.8,99.93,
51,51,,98.44,98.66,51.24,80.82,57.47,93.91,98.8,99.93,
52,52,,98.44,98.66,52.58,81.53,58.17,94.06,99.15,99.93,
