,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.34
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.15
2,2,0.0,13.29,12.24,1.4,1.05,0.7,7.69,7.69,7.69,137.76
3,3,52.8,13.29,12.24,1.4,1.05,0.7,7.69,7.69,7.69,152.45
4,4,52.8,36.36,36.01,2.1,3.15,1.75,22.03,30.77,30.77,137.76
5,5,54.55,36.36,36.01,2.1,3.15,1.75,22.03,30.77,30.77,135.66
6,6,54.55,54.9,54.9,3.85,3.85,2.8,36.36,46.5,51.75,138.81
7,7,55.94,54.9,54.9,3.85,3.85,2.8,36.36,46.5,51.75,136.36
8,8,55.94,61.19,59.09,4.9,4.2,3.5,53.15,47.2,58.74,129.72
9,9,57.69,61.19,59.09,4.9,4.2,3.5,53.15,47.2,58.74,123.78
10,10,57.69,65.03,63.29,5.94,6.64,7.34,55.94,47.55,65.73,120.63
11,11,61.19,65.03,63.29,5.94,6.64,7.34,55.94,47.55,65.73,116.43
12,12,61.19,66.43,65.73,8.74,9.09,10.84,56.99,48.6,68.88,113.64
13,13,67.13,66.43,65.73,8.74,9.09,10.84,56.99,48.6,68.88,105.59
14,14,67.13,67.48,67.48,9.44,10.49,12.24,56.99,48.6,71.33,102.45
15,15,72.03,67.48,67.48,9.44,10.49,12.24,56.99,48.6,71.33,104.55
16,16,72.03,69.58,69.93,10.49,13.29,13.29,58.04,48.6,72.73,101.4
17,17,74.48,69.58,69.93,10.49,13.29,13.29,58.04,48.6,72.73,99.65
18,18,74.48,69.58,73.08,11.89,13.99,15.03,58.39,48.6,80.07,98.25
19,19,76.22,69.58,73.08,11.89,13.99,15.03,58.39,48.6,80.07,97.9
20,20,76.22,70.98,74.13,11.89,15.73,16.08,59.79,48.95,81.12,97.55
21,21,79.37,70.98,74.13,11.89,15.73,16.08,59.79,48.95,81.12,96.5
22,22,79.37,72.38,75.17,12.94,17.48,16.43,60.49,49.65,84.97,93.01
23,23,80.77,72.38,75.17,12.94,17.48,16.43,60.49,49.65,84.97,92.66
24,24,80.77,73.43,76.22,13.64,19.58,17.83,60.84,49.65,87.76,93.36
25,25,80.77,73.43,76.22,13.64,19.58,17.83,60.84,49.65,87.76,94.41
26,26,80.77,74.13,76.57,13.99,20.28,19.93,61.54,49.65,88.81,93.01
27,27,83.22,74.13,76.57,13.99,20.28,19.93,61.54,49.65,88.81,92.66
28,28,83.22,74.83,77.27,15.03,21.33,20.63,61.54,49.65,88.81,94.76
29,29,83.57,74.83,77.27,15.03,21.33,20.63,61.54,49.65,88.81,96.5
30,30,83.57,75.87,77.62,15.73,22.38,21.33,61.89,50.0,89.51,
31,31,83.57,75.87,77.62,15.73,22.38,21.33,61.89,50.0,89.51,
32,32,83.57,76.57,77.97,16.43,26.22,21.68,62.59,50.0,89.86,
33,33,85.66,76.57,77.97,16.43,26.22,21.68,62.59,50.0,89.86,
34,34,85.66,77.27,78.32,16.43,29.02,22.73,62.94,50.35,91.96,
35,35,85.66,77.27,78.32,16.43,29.02,22.73,62.94,50.35,91.96,
36,36,85.66,77.97,78.67,17.48,31.12,23.78,62.94,51.75,92.31,
37,37,87.06,77.97,78.67,17.48,31.12,23.78,62.94,51.75,92.31,
38,38,87.06,78.32,78.67,20.28,32.52,25.52,62.94,52.1,93.36,
39,39,87.06,78.32,78.67,20.28,32.52,25.52,62.94,52.1,93.36,
40,40,87.06,79.02,78.67,20.98,34.62,27.27,63.64,52.45,93.36,
41,41,87.76,79.02,78.67,20.98,34.62,27.27,63.64,52.45,93.36,
42,42,87.76,79.72,78.67,21.68,35.66,28.32,64.34,52.8,93.36,
