,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.34
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.53
2,2,0.0,3.81,4.03,0.85,2.54,3.18,3.39,2.12,2.54,175.0
3,3,0.0,3.81,4.03,0.85,2.54,3.18,3.39,2.12,2.54,115.25
4,4,0.0,9.53,10.17,1.91,8.47,8.26,9.11,8.05,8.26,105.93
5,5,0.0,9.53,10.17,1.91,8.47,8.26,9.11,8.05,8.26,102.97
6,6,0.0,15.47,16.1,3.39,13.56,11.02,13.98,14.41,14.41,104.24
7,7,0.0,15.47,16.1,3.39,13.56,11.02,13.98,14.41,14.41,102.97
8,8,0.0,21.82,22.25,4.03,16.53,13.35,19.07,20.34,20.34,103.39
9,9,0.0,21.82,22.25,4.03,16.53,13.35,19.07,20.34,20.34,102.75
10,10,0.0,28.18,28.6,4.87,20.13,15.25,24.58,26.69,26.69,104.03
11,11,0.0,28.18,28.6,4.87,20.13,15.25,24.58,26.69,26.69,104.45
12,12,0.0,34.53,34.53,6.99,23.31,16.31,30.08,32.63,33.05,103.18
13,13,73.09,34.53,34.53,6.99,23.31,16.31,30.08,32.63,33.05,101.06
14,14,73.09,40.68,40.47,8.05,27.97,16.53,35.17,38.98,39.41,99.79
15,15,73.73,40.68,40.47,8.05,27.97,16.53,35.17,38.98,39.41,98.31
16,16,73.73,46.82,46.61,8.9,30.3,17.37,41.31,45.34,45.76,97.03
17,17,75.42,46.82,46.61,8.9,30.3,17.37,41.31,45.34,45.76,101.06
18,18,75.42,52.97,52.97,9.75,33.47,18.64,46.61,51.69,52.12,101.69
19,19,76.69,52.97,52.97,9.75,33.47,18.64,46.61,51.69,52.12,101.06
20,20,76.69,59.32,59.32,10.17,33.69,20.76,52.12,57.2,58.26,99.79
21,21,77.97,59.32,59.32,10.17,33.69,20.76,52.12,57.2,58.26,97.46
22,22,77.97,65.47,65.25,11.86,36.02,21.61,57.2,63.35,63.56,95.76
23,23,80.51,65.47,65.25,11.86,36.02,21.61,57.2,63.35,63.56,94.92
24,24,80.51,71.4,71.61,13.14,39.41,21.82,63.14,69.7,68.64,94.92
25,25,81.78,71.4,71.61,13.14,39.41,21.82,63.14,69.7,68.64,94.92
26,26,81.78,75.42,74.79,13.98,41.1,22.25,68.86,74.58,73.52,
27,27,82.2,75.42,74.79,13.98,41.1,22.25,68.86,74.58,73.52,
28,28,82.2,77.33,78.18,14.83,43.01,23.31,73.52,77.33,76.69,
29,29,82.84,77.33,78.18,14.83,43.01,23.31,73.52,77.33,76.69,
30,30,82.84,78.6,79.87,15.89,44.92,23.94,74.36,79.45,79.87,
31,31,84.32,78.6,79.87,15.89,44.92,23.94,74.36,79.45,79.87,
32,32,84.32,78.81,80.93,17.37,45.97,24.58,74.36,80.08,81.78,
33,33,86.44,78.81,80.93,17.37,45.97,24.58,74.36,80.08,81.78,
34,34,86.44,80.08,80.93,18.43,47.03,25.42,74.36,80.93,83.47,
35,35,87.71,80.08,80.93,18.43,47.03,25.42,74.36,80.93,83.47,
36,36,87.71,80.51,81.78,18.86,47.88,25.85,74.58,82.42,85.81,
37,37,87.92,80.51,81.78,18.86,47.88,25.85,74.58,82.42,85.81,
38,38,87.92,81.99,82.2,20.13,49.36,27.54,75.21,84.32,86.23,
39,39,88.14,81.99,82.2,20.13,49.36,27.54,75.21,84.32,86.23,
40,40,88.14,83.05,83.05,21.4,50.85,29.03,75.21,84.96,87.08,
41,41,88.56,83.05,83.05,21.4,50.85,29.03,75.21,84.96,87.08,
42,42,88.56,83.47,84.11,22.25,51.27,29.87,75.42,86.02,88.35,
43,43,88.56,83.47,84.11,22.25,51.27,29.87,75.42,86.02,88.35,
44,44,88.56,83.47,85.17,23.09,51.48,30.3,75.64,87.5,89.62,
45,45,89.19,83.47,85.17,23.09,51.48,30.3,75.64,87.5,89.62,
46,46,89.19,84.53,85.59,23.73,52.54,31.78,76.27,88.56,89.62,
47,47,89.83,84.53,85.59,23.73,52.54,31.78,76.27,88.56,89.62,
48,48,89.83,85.81,86.23,25.42,53.6,32.84,76.69,89.41,89.62,
49,49,90.68,85.81,86.23,25.42,53.6,32.84,76.69,89.41,89.62,
50,50,90.68,86.65,86.86,26.91,54.45,33.69,76.69,90.04,90.68,
51,51,92.37,86.65,86.86,26.91,54.45,33.69,76.69,90.04,90.68,
52,52,92.37,87.08,87.5,28.39,55.72,34.75,77.54,90.68,91.31,
53,53,92.58,87.08,87.5,28.39,55.72,34.75,77.54,90.68,91.31,
54,54,92.58,87.71,88.56,29.45,57.2,35.38,78.18,91.1,91.74,
55,55,92.8,87.71,88.56,29.45,57.2,35.38,78.18,91.1,91.74,
56,56,92.8,88.14,88.56,30.3,57.63,36.44,78.6,91.1,92.37,
57,57,92.8,88.14,88.56,30.3,57.63,36.44,78.6,91.1,92.37,
58,58,92.8,88.14,88.77,31.14,58.69,37.29,78.6,91.1,92.8,
59,59,93.43,88.14,88.77,31.14,58.69,37.29,78.6,91.1,92.8,
60,60,93.43,88.14,88.77,32.63,60.81,38.14,79.24,91.53,93.01,
61,61,94.28,88.14,88.77,32.63,60.81,38.14,79.24,91.53,93.01,
62,62,94.28,88.56,88.77,34.11,61.65,38.56,79.66,91.53,93.43,
63,63,94.49,88.56,88.77,34.11,61.65,38.56,79.66,91.53,93.43,
64,64,,88.56,89.19,34.75,62.29,38.77,80.08,92.58,93.43,
65,65,,88.56,89.19,34.75,62.29,38.77,80.08,92.58,93.43,
66,66,,88.77,89.19,35.17,62.92,39.62,80.08,92.58,93.86,
67,67,,88.77,89.19,35.17,62.92,39.62,80.08,92.58,93.86,
68,68,,88.77,89.19,36.02,63.77,40.25,80.3,93.01,93.86,
69,69,,88.77,89.19,36.02,63.77,40.25,80.3,93.01,93.86,
70,70,,88.98,89.41,36.44,65.25,41.31,80.3,93.86,94.07,
71,71,,88.98,89.41,36.44,65.25,41.31,80.3,93.86,94.07,
72,72,,88.98,89.41,37.5,66.31,42.37,80.51,93.86,,
73,73,,88.98,89.41,37.5,66.31,42.37,80.51,,,
74,74,,89.41,89.62,39.19,66.74,43.43,80.93,,,
75,75,,89.41,89.62,39.19,66.74,43.43,80.93,,,
76,76,,89.83,89.83,40.68,67.8,43.86,81.14,,,
77,77,,89.83,89.83,40.68,67.8,43.86,81.14,,,
78,78,,90.25,90.04,42.37,68.86,44.92,81.36,,,
79,79,,90.25,90.04,42.37,68.86,44.92,81.36,,,
80,80,,90.47,90.47,43.01,70.34,45.76,82.2,,,
81,81,,90.47,90.47,43.01,70.34,45.76,82.2,,,
82,82,,90.47,90.89,44.49,72.67,47.03,82.2,,,
83,83,,90.47,90.89,44.49,72.67,47.03,82.2,,,
84,84,,90.68,91.1,45.13,73.94,48.52,82.42,,,
85,85,,90.68,91.1,45.13,73.94,48.52,82.42,,,
86,86,,90.68,91.53,46.19,73.94,49.36,82.42,,,
87,87,,90.68,91.53,46.19,73.94,49.36,82.42,,,
88,88,,90.68,91.74,46.82,74.58,51.06,82.84,,,
89,89,,90.68,91.74,46.82,74.58,51.06,82.84,,,
90,90,,90.68,91.74,47.46,75.64,51.91,83.26,,,
91,91,,90.68,91.74,47.46,75.64,51.91,83.26,,,
92,92,,90.68,91.74,48.52,76.48,52.54,84.11,,,
93,93,,90.68,91.74,48.52,76.48,52.54,84.11,,,
94,94,,90.68,91.74,49.36,76.69,53.39,84.32,,,
95,95,,90.68,91.74,49.36,76.69,53.39,84.32,,,
96,96,,90.68,91.74,50.85,76.69,53.39,84.32,,,
97,97,,90.68,91.74,50.85,76.69,53.39,84.32,,,
98,98,,90.89,92.16,52.12,77.54,55.72,84.32,,,
99,99,,90.89,92.16,52.12,77.54,55.72,84.32,,,
100,100,,90.89,92.16,52.54,78.6,56.57,84.32,,,
