,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,NBM,KNN,DT,SVM,SVM_LINER
0,0,23.66,97.71,19.08,4.58,1.53,8.4,16.79,17.56
1,1,32.82,98.47,38.17,14.5,3.82,25.95,34.35,35.88
2,2,47.33,99.24,53.44,17.56,6.87,42.75,43.51,49.62
3,3,56.49,99.24,58.78,17.56,8.4,49.62,49.62,54.96
4,4,61.07,99.24,63.36,17.56,9.16,49.62,56.49,58.78
5,5,62.6,99.24,63.36,21.37,9.16,49.62,61.07,63.36
6,6,64.12,99.24,64.89,22.9,9.92,49.62,65.65,66.41
7,7,66.41,99.24,66.41,25.19,9.92,49.62,67.94,67.18
8,8,69.47,99.24,67.18,28.24,10.69,49.62,70.99,71.76
9,9,70.23,99.24,69.47,29.77,10.69,49.62,71.76,72.52
10,10,72.52,99.24,72.52,31.3,12.21,51.15,72.52,73.28
11,11,73.28,99.24,74.81,35.88,12.21,51.91,73.28,74.05
12,12,74.05,99.24,74.81,40.46,12.21,52.67,77.1,76.34
13,13,74.81,100.0,75.57,41.22,12.21,52.67,77.1,77.86
14,14,75.57,100.0,77.86,41.22,12.21,52.67,77.86,77.86
15,15,75.57,100.0,78.63,41.22,12.98,52.67,78.63,79.39
16,16,75.57,100.0,79.39,42.75,12.98,52.67,78.63,79.39
17,17,75.57,100.0,79.39,43.51,12.98,52.67,80.15,79.39
18,18,77.86,100.0,79.39,43.51,12.98,52.67,80.15,79.39
19,19,79.39,100.0,79.39,43.51,14.5,52.67,80.15,80.15
20,20,79.39,100.0,79.39,43.51,15.27,52.67,80.15,80.15
21,21,79.39,100.0,79.39,46.56,15.27,52.67,80.15,80.92
22,22,79.39,100.0,80.15,50.38,16.79,52.67,82.44,80.92
23,23,80.15,100.0,80.92,53.44,16.79,52.67,83.97,80.92
24,24,80.92,100.0,80.92,53.44,18.32,53.44,83.97,82.44
25,25,83.97,100.0,80.92,54.2,19.85,54.2,83.97,82.44
26,26,83.97,100.0,80.92,54.96,22.14,55.73,84.73,83.97
27,27,84.73,100.0,80.92,55.73,24.43,57.25,85.5,84.73
28,28,85.5,100.0,80.92,56.49,25.19,58.02,86.26,86.26
29,29,86.26,100.0,80.92,57.25,25.95,58.02,86.26,86.26
30,30,86.26,100.0,80.92,58.78,27.48,58.78,86.26,87.79
31,31,86.26,100.0,80.92,60.31,28.24,58.78,87.02,88.55
32,32,86.26,100.0,80.92,61.07,28.24,58.78,87.02,88.55
33,33,87.79,100.0,82.44,63.36,29.77,59.54,87.79,89.31
34,34,88.55,100.0,82.44,64.89,32.06,61.07,87.79,89.31
35,35,89.31,100.0,82.44,65.65,32.82,61.07,87.79,89.31
36,36,89.31,100.0,82.44,66.41,35.88,61.83,87.79,89.31
37,37,89.31,100.0,82.44,68.7,36.64,62.6,87.79,89.31
38,38,90.08,100.0,83.21,70.99,38.17,63.36,87.79,89.31
39,39,91.6,100.0,84.73,71.76,38.93,65.65,87.79,89.31
40,40,91.6,100.0,84.73,73.28,39.69,65.65,89.31,91.6
41,41,92.37,100.0,86.26,77.1,41.22,66.41,89.31,91.6
42,42,92.37,100.0,86.26,77.86,41.22,66.41,91.6,91.6
43,43,92.37,100.0,86.26,77.86,41.22,66.41,91.6,91.6
44,44,93.13,100.0,86.26,79.39,43.51,67.18,92.37,92.37
