2019-01-25 19:57:43,878 - INFO - rig - apache-ant-1.7.0
2019-01-25 19:57:49,691 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-25 19:57:49,691 - INFO - fastread - Total Yes: 131 | Total No: 3967
2019-01-25 19:57:50,086 - INFO - fastread - 0, 0
2019-01-25 19:57:51,675 - INFO - fastread - 9, 10
2019-01-25 19:57:55,320 - INFO - fastread - 15, 30
2019-01-25 19:57:59,122 - INFO - fastread - 16, 50
2019-01-25 19:58:02,686 - INFO - fastread - 21, 70
2019-01-25 19:58:06,257 - INFO - fastread - 31, 90
2019-01-25 19:58:09,693 - INFO - fastread - 37, 110
2019-01-25 19:58:13,272 - INFO - fastread - 52, 130
2019-01-25 19:58:16,958 - INFO - fastread - 59, 150
2019-01-25 19:58:20,869 - INFO - fastread - 63, 170
2019-01-25 19:58:24,641 - INFO - fastread - 68, 190
2019-01-25 19:58:28,328 - INFO - fastread - 72, 210
2019-01-25 19:58:31,747 - INFO - fastread - 73, 230
2019-01-25 19:58:35,151 - INFO - fastread - 74, 250
2019-01-25 19:58:38,688 - INFO - fastread - 77, 270
2019-01-25 19:58:42,374 - INFO - fastread - 79, 290
2019-01-25 19:58:46,255 - INFO - fastread - 79, 310
2019-01-25 19:58:50,105 - INFO - fastread - 81, 330
2019-01-25 19:58:53,811 - INFO - fastread - 82, 350
2019-01-25 19:58:57,533 - INFO - fastread - 83, 370
2019-01-25 19:59:01,220 - INFO - fastread - 84, 390
2019-01-25 19:59:04,980 - INFO - fastread - 86, 410
2019-01-25 19:59:08,863 - INFO - fastread - 87, 430
2019-01-25 19:59:12,762 - INFO - fastread - 88, 450
2019-01-25 19:59:16,537 - INFO - fastread - 89, 470
2019-01-25 19:59:20,358 - INFO - fastread - 89, 490
2019-01-25 19:59:24,215 - INFO - fastread - 89, 510
2019-01-25 19:59:28,293 - INFO - fastread - 90, 530
2019-01-25 19:59:32,393 - INFO - fastread - 90, 550
2019-01-25 19:59:36,485 - INFO - fastread - 90, 570
2019-01-25 19:59:40,520 - INFO - fastread - 90, 590
2019-01-25 19:59:44,499 - INFO - fastread - 92, 610
2019-01-25 19:59:48,602 - INFO - fastread - 95, 630
2019-01-25 19:59:52,797 - INFO - fastread - 97, 650
2019-01-25 19:59:57,240 - INFO - fastread - 97, 670
2019-01-25 20:00:01,774 - INFO - fastread - 98, 690
2019-01-25 20:00:06,037 - INFO - fastread - 98, 710
2019-01-25 20:00:10,166 - INFO - fastread - 99, 730
2019-01-25 20:00:14,532 - INFO - fastread - 100, 750
2019-01-25 20:00:19,063 - INFO - fastread - 100, 770
2019-01-25 20:00:23,399 - INFO - fastread - 101, 790
2019-01-25 20:00:27,397 - INFO - fastread - 101, 810
2019-01-25 20:00:31,552 - INFO - fastread - 101, 830
2019-01-25 20:00:35,989 - INFO - fastread - 102, 850
2019-01-25 20:00:40,396 - INFO - fastread - 102, 870
2019-01-25 20:00:44,667 - INFO - fastread - 103, 890
2019-01-25 20:00:49,217 - INFO - fastread - 103, 910
2019-01-25 20:00:53,683 - INFO - fastread - 103, 930
2019-01-25 20:00:58,212 - INFO - fastread - 103, 950
2019-01-25 20:01:03,016 - INFO - fastread - 103, 970
2019-01-25 20:01:07,656 - INFO - fastread - 103, 990
2019-01-25 20:01:12,246 - INFO - fastread - 103, 1010
2019-01-25 20:01:16,835 - INFO - fastread - 104, 1030
2019-01-25 20:01:21,339 - INFO - fastread - 104, 1050
2019-01-25 20:01:25,713 - INFO - fastread - 105, 1070
2019-01-25 20:01:30,410 - INFO - fastread - 107, 1090
2019-01-25 20:01:35,183 - INFO - fastread - 107, 1110
2019-01-25 20:01:40,012 - INFO - fastread - 108, 1130
2019-01-25 20:01:44,553 - INFO - fastread - 110, 1150
2019-01-25 20:01:49,218 - INFO - fastread - 111, 1170
2019-01-25 20:01:54,411 - INFO - fastread - 111, 1190
2019-01-25 20:01:59,152 - INFO - fastread - 111, 1210
2019-01-25 20:02:03,804 - INFO - fastread - 111, 1230
2019-01-25 20:02:08,773 - INFO - fastread - 111, 1250
2019-01-25 20:02:13,607 - INFO - fastread - 111, 1270
2019-01-25 20:02:18,842 - INFO - fastread - 111, 1290
2019-01-25 20:02:24,069 - INFO - fastread - 111, 1310
2019-01-25 20:02:31,937 - INFO - fastread - 111, 1330
2019-01-25 20:02:38,622 - INFO - fastread - 111, 1350
2019-01-25 20:02:44,542 - INFO - fastread - 111, 1370
2019-01-25 20:02:50,117 - INFO - fastread - 111, 1390
2019-01-25 20:02:57,527 - INFO - fastread - 111, 1410
2019-01-25 20:03:04,533 - INFO - fastread - 111, 1430
2019-01-25 20:03:10,451 - INFO - fastread - 111, 1450
2019-01-25 20:03:15,870 - INFO - fastread - 112, 1470
2019-01-25 20:03:20,691 - INFO - fastread - 112, 1490
2019-01-25 20:03:25,942 - INFO - fastread - 112, 1510
2019-01-25 20:03:31,915 - INFO - fastread - 114, 1530
2019-01-25 20:03:38,307 - INFO - fastread - 115, 1550
2019-01-25 20:03:45,234 - INFO - fastread - 117, 1570
2019-01-25 20:03:50,820 - INFO - fastread - 117, 1590
2019-01-25 20:03:56,062 - INFO - fastread - 117, 1610
2019-01-25 20:04:01,430 - INFO - fastread - 119, 1630
2019-01-25 20:04:06,800 - INFO - fastread - 119, 1650
2019-01-25 20:04:12,281 - INFO - fastread - 119, 1670
2019-01-25 20:04:17,513 - INFO - fastread - 119, 1690
2019-01-25 20:04:23,203 - INFO - fastread - 119, 1710
2019-01-25 20:04:28,634 - INFO - fastread - 119, 1730
2019-01-27 20:58:22,686 - INFO - rig - apache-ant-1.7.0
2019-01-27 21:03:59,708 - INFO - rig - apache-ant-1.7.0
2019-01-27 22:04:02,701 - INFO - rig - apache-ant-1.7.0
