2019-01-25 19:57:43,668 - INFO - rig - jfreechart-1.0.19
2019-01-25 19:57:49,328 - INFO - rig - ++++NEW CLF++++ FASTREAD
2019-01-25 19:57:49,328 - INFO - fastread - Total Yes: 209 | Total No: 4199
2019-01-25 19:57:49,602 - INFO - fastread - 0, 0
2019-01-25 19:57:52,987 - INFO - fastread - 21, 23
2019-01-25 19:57:56,511 - INFO - fastread - 38, 43
2019-01-25 19:58:00,220 - INFO - fastread - 55, 63
2019-01-25 19:58:03,656 - INFO - fastread - 60, 83
2019-01-25 19:58:06,979 - INFO - fastread - 60, 103
2019-01-25 19:58:10,353 - INFO - fastread - 61, 123
2019-01-25 19:58:13,760 - INFO - fastread - 61, 143
2019-01-25 19:58:17,294 - INFO - fastread - 63, 163
2019-01-25 19:58:20,942 - INFO - fastread - 66, 183
2019-01-25 19:58:24,652 - INFO - fastread - 75, 203
2019-01-25 19:58:28,020 - INFO - fastread - 88, 223
2019-01-25 19:58:31,299 - INFO - fastread - 90, 243
2019-01-25 19:58:34,449 - INFO - fastread - 96, 263
2019-01-25 19:58:37,733 - INFO - fastread - 99, 283
2019-01-25 19:58:40,939 - INFO - fastread - 100, 303
2019-01-25 19:58:44,151 - INFO - fastread - 100, 323
2019-01-25 19:58:47,444 - INFO - fastread - 102, 343
2019-01-25 19:58:51,027 - INFO - fastread - 103, 363
2019-01-25 19:58:54,462 - INFO - fastread - 103, 383
2019-01-25 19:58:57,788 - INFO - fastread - 107, 403
2019-01-25 19:59:01,048 - INFO - fastread - 107, 423
2019-01-25 19:59:04,511 - INFO - fastread - 107, 443
2019-01-25 19:59:07,925 - INFO - fastread - 111, 463
2019-01-25 19:59:11,204 - INFO - fastread - 120, 483
2019-01-25 19:59:14,448 - INFO - fastread - 123, 503
2019-01-25 19:59:17,898 - INFO - fastread - 123, 523
2019-01-25 19:59:21,266 - INFO - fastread - 123, 543
2019-01-25 19:59:24,521 - INFO - fastread - 125, 563
2019-01-25 19:59:28,181 - INFO - fastread - 125, 583
2019-01-25 19:59:31,934 - INFO - fastread - 125, 603
2019-01-25 19:59:35,440 - INFO - fastread - 125, 623
2019-01-25 19:59:38,835 - INFO - fastread - 127, 643
2019-01-25 19:59:42,349 - INFO - fastread - 128, 663
2019-01-25 19:59:46,060 - INFO - fastread - 129, 683
2019-01-25 19:59:49,397 - INFO - fastread - 131, 703
2019-01-25 19:59:52,992 - INFO - fastread - 131, 723
2019-01-25 19:59:56,967 - INFO - fastread - 131, 743
2019-01-25 20:00:00,644 - INFO - fastread - 131, 763
2019-01-25 20:00:03,954 - INFO - fastread - 132, 783
2019-01-25 20:00:07,660 - INFO - fastread - 134, 803
2019-01-25 20:00:11,457 - INFO - fastread - 134, 823
2019-01-25 20:00:15,133 - INFO - fastread - 134, 843
2019-01-25 20:00:19,012 - INFO - fastread - 134, 863
2019-01-25 20:00:22,676 - INFO - fastread - 135, 883
2019-01-25 20:00:26,205 - INFO - fastread - 138, 903
2019-01-25 20:00:30,003 - INFO - fastread - 140, 923
2019-01-25 20:00:33,888 - INFO - fastread - 140, 943
2019-01-25 20:00:37,456 - INFO - fastread - 140, 963
2019-01-25 20:00:41,269 - INFO - fastread - 140, 983
2019-01-25 20:00:45,291 - INFO - fastread - 140, 1003
2019-01-25 20:00:48,911 - INFO - fastread - 140, 1023
2019-01-25 20:00:52,604 - INFO - fastread - 140, 1043
2019-01-25 20:00:56,294 - INFO - fastread - 140, 1063
2019-01-25 20:01:00,073 - INFO - fastread - 144, 1083
2019-01-25 20:01:04,404 - INFO - fastread - 144, 1103
2019-01-25 20:01:08,441 - INFO - fastread - 144, 1123
2019-01-25 20:01:12,267 - INFO - fastread - 144, 1143
2019-01-25 20:01:16,268 - INFO - fastread - 144, 1163
2019-01-25 20:01:19,957 - INFO - fastread - 144, 1183
2019-01-25 20:01:23,836 - INFO - fastread - 144, 1203
2019-01-25 20:01:27,504 - INFO - fastread - 144, 1223
2019-01-25 20:01:31,318 - INFO - fastread - 146, 1243
2019-01-25 20:01:35,513 - INFO - fastread - 146, 1263
2019-01-25 20:01:39,513 - INFO - fastread - 146, 1283
2019-01-25 20:01:43,210 - INFO - fastread - 147, 1303
