,perc_read,FASTREAD,NBM,KNN,SVM,DT
0,0,32.62,9.89,8.02,5.88,9.36
1,1,50.0,19.79,15.24,26.47,24.06
2,2,64.97,28.07,20.86,47.33,38.5
3,3,72.19,32.62,20.86,66.31,53.74
4,4,76.74,35.29,21.93,74.87,69.25
5,5,79.14,40.91,23.26,76.74,74.06
6,6,80.48,43.32,24.33,77.81,74.06
7,7,81.02,45.45,24.6,79.95,74.33
8,8,83.16,46.26,25.13,81.28,74.87
9,9,83.96,50.53,25.94,83.16,75.4
10,10,84.22,52.41,27.54,83.96,75.94
11,11,85.29,57.22,28.34,85.29,76.2
12,12,85.56,59.36,29.14,86.63,76.74
13,13,88.24,62.83,29.95,87.17,77.01
14,14,89.57,64.97,30.21,87.7,77.01
15,15,90.11,66.84,31.02,88.5,77.01
16,16,90.64,69.25,31.55,90.37,77.01
17,17,90.91,71.93,32.62,90.37,77.01
18,18,91.44,72.99,34.49,90.64,77.54
19,19,92.25,73.26,35.29,90.64,78.07
20,20,92.51,74.06,36.36,90.91,78.07
21,21,92.78,75.4,37.7,91.18,78.07
22,22,92.78,77.81,38.24,91.44,78.34
23,23,92.78,78.88,39.3,91.44,78.88
24,24,92.78,78.88,39.84,91.44,78.88
25,25,93.05,79.95,40.11,91.44,78.88
26,26,93.32,81.02,40.91,91.44,79.68
27,27,93.58,81.82,41.98,91.44,79.95
28,28,93.85,82.62,43.05,91.44,79.95
29,29,,82.89,43.32,91.44,79.95
30,30,,83.16,44.12,91.44,80.21
31,31,,83.42,45.45,91.44,80.21
32,32,,84.76,47.86,91.44,80.21
33,33,,85.29,48.4,91.44,80.48
34,34,,86.1,48.66,91.44,80.75
35,35,,86.63,50.27,91.44,80.75
36,36,,86.9,50.53,91.44,81.55
37,37,,88.24,51.07,91.44,82.09
38,38,,89.3,51.34,91.44,82.09
39,39,,89.3,52.67,91.44,82.35
40,40,,89.57,54.01,91.44,82.62
41,41,,89.84,54.01,91.44,82.89
42,42,,90.64,54.55,91.44,83.96
43,43,,90.64,56.68,91.44,83.96
44,44,,90.64,57.22,91.44,84.22
45,45,,90.64,57.22,91.44,84.22
46,46,,91.71,58.29,91.44,84.49
47,47,,91.71,59.89,91.44,85.03
48,48,,92.78,60.16,91.44,85.03
49,49,,92.78,60.7,91.44,85.29
50,50,,93.85,60.7,91.44,85.29
51,51,,94.65,61.23,91.44,85.29
52,52,,94.92,62.03,91.44,85.29
53,53,,,62.03,91.44,85.29
54,54,,,62.3,91.44,85.83
55,55,,,63.1,91.44,85.83
56,56,,,63.37,91.44,86.1
57,57,,,63.64,91.44,86.1
58,58,,,64.44,91.71,86.1
59,59,,,66.04,91.98,86.63
60,60,,,66.84,91.98,86.63
61,61,,,67.65,91.98,86.9
62,62,,,67.91,94.65,87.17
63,63,,,68.18,94.65,87.17
64,64,,,68.98,94.65,87.43
65,65,,,69.79,,87.43
66,66,,,70.59,,87.43
67,67,,,71.12,,87.43
68,68,,,72.19,,87.7
69,69,,,72.73,,87.97
70,70,,,74.06,,88.5
71,71,,,75.13,,88.77
72,72,,,76.47,,89.3
73,73,,,77.01,,89.84
74,74,,,78.88,,90.37
75,75,,,80.21,,91.44
76,76,,,81.82,,91.98
77,77,,,82.62,,92.51
78,78,,,83.69,,92.78
79,79,,,85.03,,93.32
80,80,,,85.83,,94.12
81,81,,,86.9,,94.65
82,82,,,87.17,,
83,83,,,88.24,,
84,84,,,89.3,,
85,85,,,90.11,,
86,86,,,90.37,,
87,87,,,90.91,,
88,88,,,91.44,,
89,89,,,92.51,,
90,90,,,93.32,,
91,91,,,93.85,,
92,92,,,94.12,,
93,93,,,94.12,,
94,94,,,95.19,,
95,95,,,,,
96,96,,,,,
97,97,,,,,
98,98,,,,,
99,99,,,,,
100,100,,,,,
