,perc_read,FASTREAD,NBM,KNN,SVM,DT
0,0,1.17,11.33,4.69,17.58,12.89
1,1,21.48,20.7,8.2,41.8,34.77
2,2,37.11,23.83,8.2,60.55,34.77
3,3,47.27,28.91,8.2,70.7,35.55
4,4,55.86,36.33,8.98,71.48,35.55
5,5,65.23,40.23,9.77,73.83,35.55
6,6,74.61,43.36,10.94,74.61,36.72
7,7,77.73,44.14,12.5,74.61,37.5
8,8,78.12,44.14,12.89,75.0,37.89
9,9,79.3,44.14,14.06,76.17,38.67
10,10,83.2,44.14,14.84,77.73,39.84
11,11,85.16,44.14,18.36,81.25,42.58
12,12,85.94,44.14,19.92,81.25,44.14
13,13,87.5,44.14,21.88,81.25,45.7
14,14,89.84,44.14,22.27,81.25,47.27
15,15,91.02,44.14,23.05,81.25,47.27
16,16,92.58,44.14,23.83,81.25,48.05
17,17,92.97,44.14,24.61,81.25,48.44
18,18,94.53,44.14,26.17,81.25,49.61
19,19,,44.14,27.34,81.25,50.39
20,20,,44.14,27.73,81.25,50.78
21,21,,44.14,28.52,81.25,51.17
22,22,,44.14,29.69,81.25,52.34
23,23,,44.14,30.86,81.25,53.52
24,24,,44.14,32.03,81.25,54.69
25,25,,44.53,32.81,81.25,55.08
26,26,,44.92,33.2,81.25,55.47
27,27,,44.92,33.98,81.25,55.86
28,28,,44.92,34.38,81.25,56.25
29,29,,44.92,34.77,82.42,56.25
30,30,,44.92,35.55,84.38,57.42
31,31,,44.92,35.94,85.55,57.81
32,32,,44.92,37.11,86.33,58.2
33,33,,44.92,37.89,87.89,58.59
34,34,,44.92,38.28,88.67,58.98
35,35,,44.92,39.84,88.67,60.55
36,36,,44.92,41.41,89.84,61.33
37,37,,44.92,41.8,91.02,62.11
38,38,,44.92,43.36,91.8,62.89
39,39,,44.92,43.75,92.58,63.28
40,40,,44.92,44.92,92.58,63.67
41,41,,44.92,45.7,92.58,64.06
42,42,,44.92,46.09,92.58,64.45
43,43,,45.31,47.66,92.58,65.62
44,44,,48.44,50.0,92.58,66.8
45,45,,48.44,51.56,92.58,67.97
46,46,,48.44,52.34,92.58,69.14
47,47,,48.44,53.52,92.58,69.53
48,48,,48.44,54.69,92.58,69.92
49,49,,48.44,55.47,92.58,70.31
50,50,,48.44,56.64,92.58,71.09
51,51,,48.44,57.81,92.58,71.88
52,52,,48.44,59.38,92.58,73.05
53,53,,48.44,59.77,92.97,73.05
54,54,,48.44,60.16,92.97,73.44
55,55,,48.44,61.33,92.97,74.22
56,56,,48.44,62.11,92.97,74.61
57,57,,48.44,63.67,92.97,75.78
58,58,,48.44,66.02,92.97,77.34
59,59,,48.44,67.19,92.97,78.12
60,60,,48.44,67.58,92.97,78.52
61,61,,48.44,67.97,92.97,78.91
62,62,,50.0,67.97,92.97,78.91
63,63,,53.91,68.75,92.97,79.3
64,64,,54.69,69.53,92.97,80.47
65,65,,54.69,71.09,92.97,81.25
66,66,,56.25,71.09,92.97,81.64
67,67,,59.38,72.27,92.97,82.42
68,68,,62.11,74.22,92.97,83.59
69,69,,66.41,75.0,92.97,83.98
70,70,,67.58,75.78,93.36,83.98
71,71,,68.75,76.95,93.36,84.38
72,72,,70.31,77.34,93.36,84.77
73,73,,71.48,78.12,93.36,85.55
74,74,,71.48,78.12,93.36,85.94
75,75,,71.88,78.91,93.36,85.94
76,76,,72.66,80.08,93.75,87.11
77,77,,73.44,80.47,93.75,87.11
78,78,,73.44,82.03,93.75,88.28
79,79,,73.44,83.2,93.75,89.45
80,80,,73.83,83.98,93.75,89.84
81,81,,75.78,85.16,94.14,90.62
82,82,,77.34,86.33,94.14,91.41
83,83,,80.08,86.72,94.53,91.8
84,84,,82.42,87.11,,91.8
85,85,,86.72,87.11,,92.19
86,86,,88.28,88.28,,92.58
87,87,,88.28,90.23,,94.53
88,88,,88.28,91.8,,95.7
89,89,,89.45,92.58,,
90,90,,90.62,92.97,,
91,91,,92.58,93.36,,
92,92,,92.97,94.14,,
93,93,,93.36,,,
94,94,,94.92,,,
95,95,,,,,
96,96,,,,,
97,97,,,,,
98,98,,,,,
99,99,,,,,
100,100,,,,,
