,perc_read,FASTREAD,NBM,KNN,SVM,DT
0,0,0.48,10.05,11.0,12.92,10.53
1,1,1.91,19.14,13.4,29.19,21.05
2,2,8.13,20.1,17.22,40.19,38.28
3,3,19.14,22.49,19.14,49.76,47.37
4,4,38.28,25.36,21.05,55.5,48.33
5,5,53.11,27.27,21.53,58.85,49.76
6,6,64.11,28.23,21.53,60.29,49.76
7,7,74.64,30.14,22.01,60.29,49.76
8,8,77.03,33.49,22.97,60.29,49.76
9,9,77.03,33.97,22.97,60.29,49.76
10,10,82.78,33.97,23.44,60.29,50.24
11,11,85.17,34.93,23.92,60.29,50.72
12,12,86.12,36.84,25.36,60.77,51.2
13,13,86.12,37.8,25.36,60.77,51.2
14,14,87.56,38.28,25.36,60.77,51.2
15,15,88.52,39.71,26.32,60.77,52.15
16,16,89.95,58.85,27.27,60.77,52.15
17,17,93.78,68.9,28.71,61.24,52.63
18,18,93.78,68.9,29.67,61.24,53.11
19,19,94.26,68.9,30.14,61.24,53.11
20,20,,68.9,30.62,61.24,54.07
21,21,,68.9,31.1,61.24,55.5
22,22,,68.9,33.01,67.46,55.98
23,23,,68.9,33.01,86.6,55.98
24,24,,68.9,33.01,90.43,55.98
25,25,,68.9,33.49,90.91,55.98
26,26,,68.9,35.41,90.91,57.42
27,27,,68.9,35.89,90.91,57.42
28,28,,68.9,37.32,90.91,57.89
29,29,,69.38,37.32,91.87,58.37
30,30,,69.86,37.8,92.82,58.85
31,31,,70.81,37.8,92.82,58.85
32,32,,70.81,37.8,92.82,58.85
33,33,,70.81,38.76,92.82,59.81
34,34,,73.21,40.19,93.78,60.77
35,35,,73.21,42.58,93.78,62.2
36,36,,75.12,43.06,93.78,62.2
37,37,,75.6,44.5,93.78,63.64
38,38,,79.43,45.93,93.78,64.11
39,39,,81.82,46.41,93.78,65.55
40,40,,83.25,47.37,93.78,66.03
41,41,,84.21,47.37,93.78,66.51
42,42,,84.69,49.28,93.78,66.51
43,43,,84.69,49.28,93.78,66.51
44,44,,85.17,49.28,93.78,66.51
45,45,,85.65,49.76,93.78,66.99
46,46,,86.12,51.67,93.78,67.94
47,47,,87.56,52.15,93.78,68.42
48,48,,88.52,53.59,93.78,70.33
49,49,,88.52,55.5,94.26,70.81
50,50,,88.52,55.5,94.26,71.29
51,51,,88.52,56.94,94.26,71.29
52,52,,89.47,56.94,94.26,71.29
53,53,,90.43,58.37,94.26,72.25
54,54,,90.91,58.37,94.26,72.73
55,55,,90.91,58.85,94.26,73.68
56,56,,91.39,59.33,94.26,74.16
57,57,,91.39,60.77,94.26,74.64
58,58,,91.39,61.24,94.26,75.12
59,59,,91.39,62.2,94.26,76.08
60,60,,91.39,63.64,94.26,76.56
61,61,,91.39,64.59,94.26,77.51
62,62,,91.39,65.55,94.26,77.51
63,63,,91.39,66.51,94.26,77.99
64,64,,91.39,67.46,94.26,78.47
65,65,,91.39,67.46,94.26,78.47
66,66,,91.39,68.42,94.26,78.95
67,67,,91.87,69.86,94.26,80.38
68,68,,96.65,70.81,94.26,80.86
69,69,,,72.73,94.26,82.3
70,70,,,73.68,94.26,83.25
71,71,,,73.68,94.26,83.73
72,72,,,74.64,94.26,84.69
73,73,,,75.12,94.26,85.65
74,74,,,76.56,94.74,86.12
75,75,,,77.03,94.74,86.12
76,76,,,77.99,,86.6
77,77,,,78.95,,87.56
78,78,,,80.38,,89.0
79,79,,,81.82,,90.43
80,80,,,82.3,,90.91
81,81,,,82.78,,90.91
82,82,,,84.69,,91.39
83,83,,,85.17,,91.39
84,84,,,85.17,,91.39
85,85,,,85.17,,91.39
86,86,,,85.65,,91.39
87,87,,,87.08,,91.39
88,88,,,87.56,,91.87
89,89,,,88.52,,92.34
90,90,,,90.43,,93.3
91,91,,,91.87,,94.74
92,92,,,92.82,,94.74
93,93,,,93.3,,
94,94,,,93.78,,
95,95,,,,,
96,96,,,,,
97,97,,,,,
98,98,,,,,
99,99,,,,,
100,100,,,,,
