,perc_read,FASTREAD,NBM,KNN,SVM,DT
0,0,0.98,15.2,16.18,17.65,16.67
1,1,3.92,34.31,22.55,43.63,39.22
2,2,33.33,44.61,25.0,75.98,68.14
3,3,58.82,49.02,26.47,87.75,90.2
4,4,81.86,52.94,27.94,,90.69
5,5,87.25,59.31,28.43,,90.69
6,6,90.69,60.78,29.41,,90.69
7,7,91.18,64.22,29.9,,90.69
8,8,92.65,67.16,31.86,,90.69
9,9,92.65,69.61,33.33,,90.69
10,10,94.61,69.61,34.31,,90.69
11,11,,69.61,35.78,,90.69
12,12,,69.61,35.78,,90.69
13,13,,70.59,35.78,,90.69
14,14,,72.06,37.75,,90.69
15,15,,74.02,37.75,,90.69
16,16,,75.49,37.75,,90.69
17,17,,76.47,38.24,,90.69
18,18,,77.45,38.24,,90.69
19,19,,79.41,39.71,,90.69
20,20,,81.37,40.2,,90.69
21,21,,83.82,40.69,,90.69
22,22,,84.8,41.18,,91.18
23,23,,85.29,42.65,,91.67
24,24,,85.78,43.63,,91.67
25,25,,86.76,44.61,,91.67
26,26,,86.76,45.59,,91.67
27,27,,87.25,46.57,,91.67
28,28,,89.22,49.02,,91.67
29,29,,90.2,50.0,,91.67
30,30,,90.69,50.49,,92.16
31,31,,90.69,52.45,,92.65
32,32,,91.18,53.43,,92.65
33,33,,91.18,53.92,,92.65
34,34,,91.18,55.39,,92.65
35,35,,92.16,56.37,,92.65
36,36,,92.65,56.86,,92.65
37,37,,93.14,56.86,,92.65
38,38,,93.63,57.35,,92.65
39,39,,94.12,58.33,,92.65
40,40,,94.61,58.82,,92.65
41,41,,94.61,59.31,,93.14
42,42,,94.61,60.78,,93.14
43,43,,,61.76,,93.63
44,44,,,62.25,,93.63
45,45,,,62.25,,93.63
46,46,,,62.75,,93.63
47,47,,,64.22,,93.63
48,48,,,64.71,,93.63
49,49,,,65.69,,93.63
50,50,,,67.65,,94.12
51,51,,,68.14,,94.12
52,52,,,68.14,,94.12
53,53,,,68.63,,94.12
54,54,,,69.61,,94.61
55,55,,,71.57,,94.61
56,56,,,72.55,,94.61
57,57,,,73.04,,94.61
58,58,,,74.02,,94.61
59,59,,,74.51,,94.61
60,60,,,75.49,,94.61
61,61,,,75.98,,94.61
62,62,,,75.98,,94.61
63,63,,,76.47,,94.61
64,64,,,76.47,,94.61
65,65,,,76.47,,94.61
66,66,,,78.43,,
67,67,,,79.9,,
68,68,,,81.86,,
69,69,,,82.35,,
70,70,,,83.33,,
71,71,,,84.31,,
72,72,,,84.8,,
73,73,,,85.29,,
74,74,,,86.27,,
75,75,,,86.27,,
76,76,,,86.27,,
77,77,,,87.25,,
78,78,,,87.25,,
79,79,,,87.25,,
80,80,,,87.75,,
81,81,,,89.71,,
82,82,,,90.2,,
83,83,,,90.69,,
84,84,,,90.69,,
85,85,,,91.18,,
86,86,,,91.18,,
87,87,,,92.16,,
88,88,,,94.12,,
89,89,,,,,
90,90,,,,,
91,91,,,,,
92,92,,,,,
93,93,,,,,
94,94,,,,,
95,95,,,,,
96,96,,,,,
97,97,,,,,
98,98,,,,,
99,99,,,,,
100,100,,,,,
