,perc_read,FASTREAD,ENSEMBLE_DT,ENSEMBLE_NBM,RANDOM,NBM,KNN,DT,SVM,SVM_LINER,estimate
0,0,0.0,9.36,9.89,0.53,7.22,6.42,7.75,3.21,9.36,127.01
1,1,,29.14,29.68,2.14,18.72,14.71,22.46,23.8,24.6,
2,2,,45.99,48.13,2.67,26.74,20.86,36.36,44.65,44.92,
3,3,,64.44,64.71,3.21,32.62,20.86,51.87,63.64,64.17,
4,4,74.87,74.87,77.27,4.01,35.03,21.66,67.11,74.87,73.8,100.0
5,5,76.2,78.07,78.88,5.08,39.84,23.26,73.8,76.2,75.67,113.1
6,6,77.81,80.48,79.68,5.61,43.32,24.33,74.06,77.81,76.74,109.89
7,7,78.34,81.82,81.55,6.42,45.45,24.33,74.33,79.95,79.14,114.97
8,8,81.02,83.42,82.35,7.22,45.72,25.13,74.87,81.02,81.02,134.76
9,9,82.89,84.49,83.16,7.49,50.27,25.94,75.13,82.89,82.89,120.05
10,10,83.42,85.83,84.49,8.82,51.87,27.54,75.67,83.96,83.96,129.68
11,11,85.03,86.63,86.1,9.63,57.22,28.07,76.2,85.29,86.63,114.17
12,12,85.29,87.43,87.17,10.16,59.09,29.14,76.74,86.36,87.43,92.25
13,13,85.83,89.57,87.97,11.23,62.83,29.95,77.01,87.17,87.7,90.91
14,14,87.7,89.84,90.37,12.3,64.97,30.21,77.01,87.7,88.77,97.33
15,15,88.24,90.11,91.18,12.83,66.84,31.02,77.01,88.5,89.3,101.6
16,16,88.5,90.11,91.44,13.64,69.25,31.55,77.01,90.11,90.11,98.66
17,17,88.5,90.11,91.44,14.17,71.93,32.35,77.01,90.37,90.37,100.8
18,18,89.3,90.11,91.44,15.51,72.99,34.49,77.27,90.64,91.18,98.4
19,19,89.84,90.11,91.44,16.04,73.26,35.29,78.07,90.64,91.71,93.32
20,20,90.91,90.11,91.44,17.38,74.06,36.36,78.07,90.91,91.98,93.85
21,21,91.18,90.11,91.44,19.25,75.4,37.7,78.07,91.18,93.58,95.72
22,22,91.44,90.11,91.44,20.32,77.81,37.97,78.34,91.18,93.85,96.52
23,23,91.44,90.11,91.44,20.59,78.88,39.3,78.88,91.44,93.85,95.19
24,24,91.44,90.37,91.44,21.66,78.88,39.84,78.88,91.44,93.85,94.92
25,25,94.65,90.37,91.71,21.93,79.68,40.11,78.88,91.44,93.85,95.45
26,26,94.65,90.37,91.71,22.73,80.48,40.64,79.41,91.44,94.12,97.06
27,27,94.92,90.37,91.71,23.53,81.55,41.98,79.68,91.44,94.39,96.52
28,28,95.99,90.64,91.71,24.87,82.35,43.05,79.95,91.44,94.39,95.45
29,29,95.99,90.91,91.98,25.67,82.89,43.32,79.95,91.44,94.39,97.59
30,30,96.52,90.91,91.98,26.74,83.16,44.12,80.21,91.44,94.65,98.66
31,31,96.79,90.91,91.98,27.81,83.42,45.45,80.21,91.44,94.65,96.52
32,32,97.06,90.91,91.98,29.14,84.76,47.59,80.21,91.44,94.65,100.8
33,33,97.06,91.18,91.98,29.68,84.76,48.4,80.48,91.44,94.65,100.0
34,34,97.06,91.18,92.25,31.28,86.1,48.66,80.75,91.44,94.65,102.41
35,35,97.06,91.18,92.25,32.62,86.63,50.0,80.75,91.44,94.65,101.6
36,36,97.33,91.18,92.25,33.96,86.9,50.53,81.55,91.44,94.65,100.8
37,37,97.33,91.44,92.25,36.1,88.24,51.07,82.09,91.44,94.65,99.73
38,38,97.33,91.44,92.25,36.9,89.3,51.34,82.09,91.44,94.65,99.2
39,39,97.33,91.98,92.51,37.97,89.3,51.87,82.35,91.44,94.65,98.93
40,40,97.33,92.25,92.78,38.77,89.57,54.01,82.62,91.44,94.65,98.4
41,41,97.33,92.25,92.78,39.04,89.84,54.01,82.89,91.44,94.65,98.93
42,42,97.33,92.25,92.78,40.91,90.64,54.55,83.42,91.44,94.65,98.4
43,43,,92.25,92.78,41.18,90.64,56.15,83.96,91.44,94.65,
44,44,,92.78,93.05,43.05,90.64,57.22,84.22,91.44,94.65,
45,45,,92.78,93.32,43.85,90.64,57.22,84.22,91.44,94.65,
46,46,,93.32,93.58,44.65,91.71,58.29,84.49,91.44,94.65,
47,47,,93.32,93.85,44.92,91.71,59.89,84.76,91.44,94.65,
48,48,,93.32,93.85,45.72,92.78,60.16,85.03,91.44,94.65,
49,49,,93.32,93.85,46.52,92.78,60.7,85.29,91.44,94.65,
50,50,,93.58,94.12,46.79,93.85,60.7,85.29,91.44,94.65,
51,51,,93.58,94.12,47.86,94.65,61.23,85.29,91.44,94.65,
52,52,,93.58,94.12,48.93,94.65,61.76,85.29,91.44,94.65,
53,53,,93.58,94.12,50.53,95.19,62.03,85.29,91.44,94.65,
54,54,,93.85,94.12,52.14,,62.3,85.83,91.44,94.65,
55,55,,93.85,94.12,52.67,,63.1,85.83,91.44,94.65,
56,56,,93.85,94.12,53.74,,63.1,86.1,91.44,94.65,
57,57,,93.85,94.12,54.55,,63.37,86.1,91.44,94.65,
58,58,,93.85,94.12,55.35,,64.44,86.1,91.44,94.65,
59,59,,93.85,94.12,56.15,,66.04,86.63,91.98,94.65,
60,60,,93.85,94.12,57.22,,66.84,86.63,91.98,94.65,
61,61,,93.85,94.12,57.75,,67.38,86.9,91.98,94.65,
62,62,,94.12,94.39,58.82,,67.65,87.17,94.65,94.65,
63,63,,94.12,94.39,59.89,,68.18,87.17,94.65,94.65,
64,64,,94.12,94.39,60.96,,68.98,87.43,94.65,94.65,
65,65,,94.12,94.65,61.5,,69.79,87.43,95.19,94.65,
66,66,,94.12,94.65,62.3,,70.32,87.43,,94.65,
67,67,,94.12,94.65,64.97,,70.86,87.43,,94.65,
68,68,,94.12,94.65,65.51,,71.93,87.7,,94.65,
69,69,,94.12,94.65,67.11,,72.73,87.97,,94.65,
70,70,,94.12,94.65,68.72,,73.8,88.24,,94.65,
71,71,,94.12,94.65,70.59,,75.13,88.77,,94.65,
72,72,,94.12,94.65,71.66,,76.47,89.3,,94.65,
73,73,,94.12,95.19,72.19,,77.01,89.84,,94.65,
74,74,,94.65,,72.73,,78.88,90.11,,95.19,
